country,unit,window_start,arm,observation,temp_form,rain_lag,train_frac,structure,aic_climate,aic_constant,delta_aic,climate_wins,weeks,cases
BOLIVIA,CHUQUISACA,2015-11-08,as_run,nb,briere,5,0.75,hostvector,232.8023,230.3147,2.4876,0,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,nb,briere,5,0.75,hostvector,232.8023,230.3147,2.4876,0,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,nb,briere,5,0.75,seir,226.0511,222.5485,3.5026,0,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,nb,briere,5,0.75,seir,226.0511,222.5485,3.5026,0,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,nb,briere,7,1.0,hostvector,285.259,281.2606,3.9984,0,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,nb,briere,7,1.0,hostvector,285.259,281.2606,3.9984,0,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,nb,briere,7,1.0,seir,277.2208,273.3489,3.8719,0,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,nb,briere,7,1.0,seir,277.2208,273.3489,3.8719,0,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,nb,briere,7,0.75,hostvector,232.3174,230.3147,2.0027,0,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,nb,briere,7,0.75,hostvector,232.3174,230.3147,2.0027,0,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,nb,briere,7,0.75,seir,220.6394,222.5485,-1.9091,1,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,nb,briere,7,0.75,seir,220.6394,222.5485,-1.9091,1,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,nb,loglinear,3,1.0,hostvector,282.9533,281.2606,1.6927,0,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,nb,loglinear,3,1.0,hostvector,282.9533,281.2606,1.6927,0,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,nb,loglinear,3,1.0,seir,275.1869,273.3489,1.838,0,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,nb,loglinear,3,1.0,seir,275.1869,273.3489,1.838,0,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,nb,loglinear,3,0.75,hostvector,227.7282,230.3147,-2.5864,1,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,nb,loglinear,3,0.75,hostvector,227.7282,230.3147,-2.5864,1,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,nb,loglinear,3,0.75,seir,224.6309,222.5485,2.0824,0,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,nb,loglinear,3,0.75,seir,224.6309,222.5485,2.0824,0,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,nb,loglinear,5,1.0,hostvector,282.6405,281.2606,1.3799,0,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,nb,loglinear,5,1.0,hostvector,282.6405,281.2606,1.3799,0,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,nb,loglinear,5,1.0,seir,273.6815,273.3489,0.3326,0,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,nb,loglinear,5,1.0,seir,273.6815,273.3489,0.3326,0,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,nb,loglinear,5,0.75,hostvector,232.3149,230.3147,2.0002,0,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,nb,loglinear,5,0.75,hostvector,230.2103,230.3147,-0.1043,1,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,nb,loglinear,5,0.75,seir,225.086,222.5485,2.5374,0,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,nb,loglinear,5,0.75,seir,225.086,222.5485,2.5374,0,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,nb,loglinear,7,1.0,hostvector,282.7287,281.2606,1.4682,0,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,nb,loglinear,7,1.0,hostvector,282.7287,281.2606,1.4681,0,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,nb,loglinear,7,1.0,seir,272.7236,273.3489,-0.6253,1,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,nb,loglinear,7,1.0,seir,272.7236,273.3489,-0.6253,1,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,nb,loglinear,7,0.75,hostvector,231.2102,230.3147,0.8956,0,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,nb,loglinear,7,0.75,hostvector,231.2102,230.3147,0.8956,0,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,nb,loglinear,7,0.75,seir,220.4966,222.5485,-2.0519,1,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,nb,loglinear,7,0.75,seir,220.4966,222.5485,-2.0519,1,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,poisson,briere,3,1.0,hostvector,363.9991,377.3001,-13.301,1,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,poisson,briere,3,1.0,hostvector,363.9991,377.3001,-13.301,1,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,poisson,briere,3,1.0,seir,342.6183,356.9679,-14.3496,1,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,poisson,briere,3,1.0,seir,342.6183,356.9679,-14.3496,1,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,poisson,briere,3,0.75,hostvector,275.7825,306.4785,-30.6961,1,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,poisson,briere,3,0.75,hostvector,275.7825,306.4785,-30.6961,1,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,poisson,briere,3,0.75,seir,251.3837,284.6816,-33.2979,1,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,poisson,briere,3,0.75,seir,251.3837,284.6816,-33.2979,1,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,poisson,briere,5,1.0,hostvector,371.7644,377.3001,-5.5357,1,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,poisson,briere,5,1.0,hostvector,371.7644,377.3001,-5.5357,1,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,poisson,briere,5,1.0,seir,352.9111,356.9679,-4.0568,1,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,poisson,briere,5,1.0,seir,352.9111,356.9679,-4.0568,1,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,poisson,briere,5,0.75,hostvector,283.8257,306.4785,-22.6528,1,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,poisson,briere,5,0.75,hostvector,283.8257,306.4785,-22.6528,1,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,poisson,briere,5,0.75,seir,269.3108,284.6816,-15.3709,1,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,poisson,briere,5,0.75,seir,269.3108,284.6816,-15.3709,1,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,poisson,briere,7,1.0,hostvector,380.9297,377.3001,3.6296,0,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,poisson,briere,7,1.0,hostvector,380.9297,377.3001,3.6296,0,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,poisson,briere,7,1.0,seir,360.7016,356.9679,3.7337,0,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,poisson,briere,7,1.0,seir,360.7016,356.9679,3.7337,0,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,poisson,briere,7,0.75,hostvector,300.8664,306.4785,-5.6121,1,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,poisson,briere,7,0.75,hostvector,300.8664,306.4785,-5.6121,1,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,poisson,briere,7,0.75,seir,248.6906,284.6816,-35.991,1,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,poisson,briere,7,0.75,seir,248.6976,284.6816,-35.984,1,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,poisson,loglinear,3,1.0,hostvector,366.2261,377.3001,-11.074,1,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,poisson,loglinear,3,1.0,hostvector,366.2261,377.3001,-11.074,1,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,poisson,loglinear,3,1.0,seir,344.115,356.9679,-12.8529,1,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,poisson,loglinear,3,1.0,seir,344.115,356.9679,-12.8529,1,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,poisson,loglinear,3,0.75,hostvector,275.4342,306.4785,-31.0444,1,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,poisson,loglinear,3,0.75,hostvector,275.4342,306.4785,-31.0444,1,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,poisson,loglinear,3,0.75,seir,251.7547,284.6816,-32.927,1,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,poisson,loglinear,3,0.75,seir,251.7547,284.6816,-32.927,1,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,poisson,loglinear,5,1.0,hostvector,372.9651,377.3001,-4.335,1,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,poisson,loglinear,5,1.0,hostvector,372.9651,377.3001,-4.335,1,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,poisson,loglinear,5,1.0,seir,352.9563,356.9679,-4.0116,1,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,poisson,loglinear,5,1.0,seir,352.9563,356.9679,-4.0116,1,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,poisson,loglinear,5,0.75,hostvector,283.2276,306.4785,-23.251,1,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,poisson,loglinear,5,0.75,hostvector,283.2276,306.4785,-23.251,1,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,poisson,loglinear,5,0.75,seir,268.5109,284.6816,-16.1707,1,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,poisson,loglinear,5,0.75,seir,268.5109,284.6816,-16.1707,1,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,poisson,loglinear,7,1.0,hostvector,379.2908,377.3001,1.9907,0,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,poisson,loglinear,7,1.0,hostvector,379.2908,377.3001,1.9907,0,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,poisson,loglinear,7,1.0,seir,349.9697,356.9679,-6.9982,1,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,poisson,loglinear,7,1.0,seir,349.9697,356.9679,-6.9982,1,33,1072.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,poisson,loglinear,7,0.75,hostvector,297.6755,306.4785,-8.803,1,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,poisson,loglinear,7,0.75,hostvector,297.6755,306.4785,-8.803,1,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,as_run,poisson,loglinear,7,0.75,seir,248.4612,284.6816,-36.2204,1,25,1016.0
BOLIVIA,CHUQUISACA,2015-11-08,thorough,poisson,loglinear,7,0.75,seir,248.4612,284.6816,-36.2204,1,25,1016.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,nb,briere,3,1.0,hostvector,202.7441,214.0953,-11.3512,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,nb,briere,3,1.0,hostvector,202.7441,214.0953,-11.3512,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,nb,briere,3,1.0,seir,198.9781,207.0933,-8.1152,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,nb,briere,3,1.0,seir,198.9781,207.0933,-8.1152,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,nb,briere,3,0.75,hostvector,164.7,163.3079,1.3921,0,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,nb,briere,3,0.75,hostvector,164.7,163.3079,1.3921,0,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,nb,briere,3,0.75,seir,160.7035,158.142,2.5615,0,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,nb,briere,3,0.75,seir,160.7035,158.142,2.5615,0,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,nb,briere,5,1.0,hostvector,201.9104,214.0953,-12.1849,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,nb,briere,5,1.0,hostvector,201.9104,214.0953,-12.1849,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,nb,briere,5,1.0,seir,197.2684,207.0933,-9.8248,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,nb,briere,5,1.0,seir,197.2684,207.0933,-9.8248,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,nb,briere,5,0.75,hostvector,165.5728,163.3079,2.2649,0,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,nb,briere,5,0.75,hostvector,165.5728,163.3079,2.2649,0,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,nb,briere,5,0.75,seir,159.7954,158.142,1.6534,0,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,nb,briere,5,0.75,seir,159.7954,158.142,1.6534,0,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,nb,briere,7,1.0,hostvector,198.0292,214.0953,-16.0661,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,nb,briere,7,1.0,hostvector,198.0292,214.0953,-16.0661,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,nb,briere,7,1.0,seir,194.5259,207.0933,-12.5673,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,nb,briere,7,1.0,seir,194.5259,207.0933,-12.5673,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,nb,briere,7,0.75,hostvector,160.9617,163.3079,-2.3462,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,nb,briere,7,0.75,hostvector,160.9617,163.3079,-2.3462,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,nb,briere,7,0.75,seir,156.2769,158.142,-1.8651,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,nb,briere,7,0.75,seir,156.2769,158.142,-1.8651,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,nb,loglinear,3,1.0,hostvector,201.6763,214.0953,-12.419,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,nb,loglinear,3,1.0,hostvector,201.6763,214.0953,-12.419,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,nb,loglinear,3,1.0,seir,199.1149,207.0933,-7.9783,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,nb,loglinear,3,1.0,seir,199.1149,207.0933,-7.9783,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,nb,loglinear,3,0.75,hostvector,163.6458,163.3079,0.3379,0,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,nb,loglinear,3,0.75,hostvector,163.6458,163.3079,0.3379,0,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,nb,loglinear,3,0.75,seir,160.6515,158.142,2.5095,0,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,nb,loglinear,3,0.75,seir,160.6515,158.142,2.5095,0,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,nb,loglinear,5,1.0,hostvector,201.7856,214.0953,-12.3097,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,nb,loglinear,5,1.0,hostvector,201.7856,214.0953,-12.3097,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,nb,loglinear,5,1.0,seir,197.8151,207.0933,-9.2782,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,nb,loglinear,5,1.0,seir,197.8151,207.0933,-9.2782,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,nb,loglinear,5,0.75,hostvector,164.6884,163.3079,1.3806,0,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,nb,loglinear,5,0.75,hostvector,164.6884,163.3079,1.3806,0,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,nb,loglinear,5,0.75,seir,159.7836,158.142,1.6416,0,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,nb,loglinear,5,0.75,seir,159.7836,158.142,1.6416,0,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,nb,loglinear,7,1.0,hostvector,197.8061,214.0953,-16.2892,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,nb,loglinear,7,1.0,hostvector,197.8061,214.0953,-16.2892,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,nb,loglinear,7,1.0,seir,194.4056,207.0933,-12.6876,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,nb,loglinear,7,1.0,seir,194.4056,207.0933,-12.6876,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,nb,loglinear,7,0.75,hostvector,160.3006,163.3079,-3.0073,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,nb,loglinear,7,0.75,hostvector,160.3006,163.3079,-3.0073,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,nb,loglinear,7,0.75,seir,156.1119,158.142,-2.0301,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,nb,loglinear,7,0.75,seir,156.1119,158.142,-2.0301,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,poisson,briere,3,1.0,hostvector,234.5737,285.2758,-50.7021,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,poisson,briere,3,1.0,hostvector,234.5737,285.2758,-50.7021,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,poisson,briere,3,1.0,seir,227.3273,270.4876,-43.1603,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,poisson,briere,3,1.0,seir,227.3273,270.4876,-43.1603,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,poisson,briere,3,0.75,hostvector,185.9988,197.3383,-11.3395,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,poisson,briere,3,0.75,hostvector,185.9988,197.3383,-11.3395,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,poisson,briere,3,0.75,seir,177.3532,184.8148,-7.4616,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,poisson,briere,3,0.75,seir,177.3532,184.8148,-7.4616,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,poisson,briere,5,1.0,hostvector,231.4308,285.2758,-53.845,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,poisson,briere,5,1.0,hostvector,231.4308,285.2758,-53.845,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,poisson,briere,5,1.0,seir,222.0542,270.4876,-48.4333,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,poisson,briere,5,1.0,seir,222.0542,270.4876,-48.4333,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,poisson,briere,5,0.75,hostvector,187.4361,197.3383,-9.9021,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,poisson,briere,5,0.75,hostvector,187.4361,197.3383,-9.9021,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,poisson,briere,5,0.75,seir,176.006,184.8148,-8.8088,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,poisson,briere,5,0.75,seir,176.006,184.8148,-8.8088,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,poisson,briere,7,1.0,hostvector,219.2371,285.2758,-66.0386,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,poisson,briere,7,1.0,hostvector,219.2371,285.2758,-66.0386,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,poisson,briere,7,1.0,seir,210.9135,270.4876,-59.574,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,poisson,briere,7,1.0,seir,210.9135,270.4876,-59.574,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,poisson,briere,7,0.75,hostvector,175.5224,197.3383,-21.8159,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,poisson,briere,7,0.75,hostvector,175.5224,197.3383,-21.8159,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,poisson,briere,7,0.75,seir,163.9063,184.8148,-20.9085,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,poisson,briere,7,0.75,seir,163.9063,184.8148,-20.9085,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,poisson,loglinear,3,1.0,hostvector,228.8802,285.2758,-56.3956,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,poisson,loglinear,3,1.0,hostvector,228.8802,285.2758,-56.3956,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,poisson,loglinear,3,1.0,seir,224.7608,270.4876,-45.7267,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,poisson,loglinear,3,1.0,seir,224.7608,270.4876,-45.7267,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,poisson,loglinear,3,0.75,hostvector,184.3024,197.3383,-13.0359,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,poisson,loglinear,3,0.75,hostvector,184.3024,197.3383,-13.0359,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,poisson,loglinear,3,0.75,seir,177.7132,184.8148,-7.1016,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,poisson,loglinear,3,0.75,seir,177.7132,184.8148,-7.1016,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,poisson,loglinear,5,1.0,hostvector,229.9488,285.2758,-55.327,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,poisson,loglinear,5,1.0,hostvector,229.9488,285.2758,-55.327,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,poisson,loglinear,5,1.0,seir,222.8428,270.4876,-47.6448,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,poisson,loglinear,5,1.0,seir,222.8428,270.4876,-47.6448,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,poisson,loglinear,5,0.75,hostvector,185.8569,197.3383,-11.4814,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,poisson,loglinear,5,0.75,hostvector,185.8569,197.3383,-11.4814,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,poisson,loglinear,5,0.75,seir,176.1417,184.8148,-8.6731,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,poisson,loglinear,5,0.75,seir,176.1417,184.8148,-8.6731,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,poisson,loglinear,7,1.0,hostvector,1872.9758,285.2758,1587.7,0,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,poisson,loglinear,7,1.0,hostvector,216.6527,285.2758,-68.6231,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,poisson,loglinear,7,1.0,seir,208.3883,270.4876,-62.0992,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,poisson,loglinear,7,1.0,seir,208.3883,270.4876,-62.0992,1,30,390.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,poisson,loglinear,7,0.75,hostvector,173.1558,197.3383,-24.1824,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,poisson,loglinear,7,0.75,hostvector,173.1558,197.3383,-24.1824,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,as_run,poisson,loglinear,7,0.75,seir,162.9665,184.8148,-21.8483,1,22,372.0
BOLIVIA,CHUQUISACA,2017-12-17,thorough,poisson,loglinear,7,0.75,seir,162.9665,184.8148,-21.8483,1,22,372.0
BOLIVIA,SANTA CRUZ,2020-08-16,as_run,nb,briere,3,1.0,hostvector,333.1807,357.1256,-23.9449,1,41,1618.0
BOLIVIA,SANTA CRUZ,2020-08-16,thorough,nb,briere,3,1.0,hostvector,333.1807,357.1256,-23.9449,1,41,1618.0
BOLIVIA,SANTA CRUZ,2020-08-16,as_run,nb,briere,3,1.0,seir,324.3208,342.7849,-18.4641,1,41,1618.0
BOLIVIA,SANTA CRUZ,2020-08-16,thorough,nb,briere,3,1.0,seir,324.3208,342.7849,-18.4641,1,41,1618.0
BOLIVIA,SANTA CRUZ,2020-08-16,as_run,nb,briere,3,0.75,hostvector,259.8871,279.7719,-19.8848,1,31,1387.0
BOLIVIA,SANTA CRUZ,2020-08-16,thorough,nb,briere,3,0.75,hostvector,259.8871,279.7719,-19.8848,1,31,1387.0
BOLIVIA,SANTA CRUZ,2020-08-16,as_run,nb,briere,3,0.75,seir,247.6985,264.4235,-16.725,1,31,1387.0
BOLIVIA,SANTA CRUZ,2020-08-16,thorough,nb,briere,3,0.75,seir,247.6972,264.4235,-16.7263,1,31,1387.0
BOLIVIA,SANTA CRUZ,2020-08-16,as_run,nb,briere,5,1.0,hostvector,354.6885,357.1256,-2.4371,1,41,1618.0
BOLIVIA,SANTA CRUZ,2020-08-16,thorough,nb,briere,5,1.0,hostvector,354.6885,357.1256,-2.4371,1,41,1618.0
BOLIVIA,SANTA CRUZ,2020-08-16,as_run,nb,briere,5,1.0,seir,339.2633,342.7849,-3.5216,1,41,1618.0
BOLIVIA,SANTA CRUZ,2020-08-16,thorough,nb,briere,5,1.0,seir,339.2633,342.7849,-3.5216,1,41,1618.0
BOLIVIA,SANTA CRUZ,2020-08-16,as_run,nb,briere,5,0.75,hostvector,278.3621,279.7719,-1.4098,1,31,1387.0
BOLIVIA,SANTA CRUZ,2020-08-16,thorough,nb,briere,5,0.75,hostvector,278.3621,279.7719,-1.4098,1,31,1387.0
BOLIVIA,SANTA CRUZ,2020-08-16,as_run,nb,briere,5,0.75,seir,248.6665,264.4235,-15.757,1,31,1387.0
BOLIVIA,SANTA CRUZ,2020-08-16,thorough,nb,briere,5,0.75,seir,248.6665,264.4235,-15.757,1,31,1387.0
BOLIVIA,SANTA CRUZ,2020-08-16,as_run,nb,briere,7,1.0,hostvector,358.0171,357.1256,0.8915,0,41,1618.0
BOLIVIA,SANTA CRUZ,2020-08-16,thorough,nb,briere,7,1.0,hostvector,358.0171,357.1256,0.8915,0,41,1618.0
BOLIVIA,SANTA CRUZ,2020-08-16,as_run,nb,briere,7,1.0,seir,343.915,342.7849,1.1301,0,41,1618.0
BOLIVIA,SANTA CRUZ,2020-08-16,thorough,nb,briere,7,1.0,seir,343.915,342.7849,1.1301,0,41,1618.0
