country,unit,window_start,truth,observation,temp_form,rain_lag,train_frac,structure,params,delta_aic,climate_wins,climate_wins_margin4
BOLIVIA,PANDO,2015-10-04,no_effect,nb,loglinear,7,1.0,hostvector,central,0.052,0,0
BOLIVIA,PANDO,2015-10-04,no_effect,nb,loglinear,7,1.0,hostvector,alt,0.222,0,0
BOLIVIA,PANDO,2015-10-04,no_effect,nb,loglinear,7,1.0,seir,central,-1.85,1,0
BOLIVIA,PANDO,2015-10-04,no_effect,nb,loglinear,7,1.0,seir,alt,-2.001,1,0
BOLIVIA,PANDO,2015-10-04,no_effect,nb,loglinear,7,1.0,hostvector_tempmort,central,-2.019,1,0
BOLIVIA,PANDO,2015-10-04,no_effect,nb,loglinear,7,1.0,hostvector_tempmort,alt,-1.502,1,0
BOLIVIA,PANDO,2015-10-04,no_effect,nb,loglinear,7,0.75,hostvector,central,-5.103,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,nb,loglinear,7,0.75,hostvector,alt,-5.811,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,nb,loglinear,7,0.75,seir,central,-4.957,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,nb,loglinear,7,0.75,seir,alt,-4.899,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,nb,loglinear,7,0.75,hostvector_tempmort,central,-6.038,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,nb,loglinear,7,0.75,hostvector_tempmort,alt,-6.31,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,3,1.0,hostvector,central,-33.667,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,3,1.0,hostvector,alt,-38.091,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,3,1.0,seir,central,-43.28,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,3,1.0,seir,alt,-51.144,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,3,1.0,hostvector_tempmort,central,-49.735,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,3,1.0,hostvector_tempmort,alt,-51.953,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,3,0.75,hostvector,central,-86.199,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,3,0.75,hostvector,alt,-93.622,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,3,0.75,seir,central,-85.108,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,3,0.75,seir,alt,-99.282,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,3,0.75,hostvector_tempmort,central,-99.542,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,3,0.75,hostvector_tempmort,alt,-105.543,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,5,1.0,hostvector,central,-37.764,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,5,1.0,hostvector,alt,-44.738,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,5,1.0,seir,central,-43.01,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,5,1.0,seir,alt,-51.11,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,5,1.0,hostvector_tempmort,central,-52.354,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,5,1.0,hostvector_tempmort,alt,-57.515,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,5,0.75,hostvector,central,-258.926,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,5,0.75,hostvector,alt,-274.515,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,5,0.75,seir,central,-56.777,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,5,0.75,seir,alt,-60.004,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,5,0.75,hostvector_tempmort,central,-270.399,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,5,0.75,hostvector_tempmort,alt,-285.651,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,7,1.0,hostvector,central,-146.037,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,7,1.0,hostvector,alt,-149.64,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,7,1.0,seir,central,-151.409,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,7,1.0,seir,alt,-157.258,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,7,1.0,hostvector_tempmort,central,-166.974,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,7,1.0,hostvector_tempmort,alt,-168.698,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,7,0.75,hostvector,central,-230.243,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,7,0.75,hostvector,alt,-232.354,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,7,0.75,seir,central,-236.421,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,7,0.75,seir,alt,-239.18,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,7,0.75,hostvector_tempmort,central,-254.269,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,briere,7,0.75,hostvector_tempmort,alt,-253.113,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,3,1.0,hostvector,central,-42.161,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,3,1.0,hostvector,alt,-46.061,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,3,1.0,seir,central,-53.511,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,3,1.0,seir,alt,-60.425,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,3,1.0,hostvector_tempmort,central,-59.919,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,3,1.0,hostvector_tempmort,alt,-61.157,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,3,0.75,hostvector,central,-96.239,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,3,0.75,hostvector,alt,-103.385,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,3,0.75,seir,central,-98.487,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,3,0.75,seir,alt,-114.786,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,3,0.75,hostvector_tempmort,central,-112.361,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,3,0.75,hostvector_tempmort,alt,-117.862,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,5,1.0,hostvector,central,-49.203,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,5,1.0,hostvector,alt,-56.073,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,5,1.0,seir,central,-54.589,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,5,1.0,seir,alt,-60.139,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,5,1.0,hostvector_tempmort,central,-65.969,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,5,1.0,hostvector_tempmort,alt,-70.334,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,5,0.75,hostvector,central,-297.605,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,5,0.75,hostvector,alt,-308.587,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,5,0.75,seir,central,-62.44,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,5,0.75,seir,alt,-63.433,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,5,0.75,hostvector_tempmort,central,-313.583,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,5,0.75,hostvector_tempmort,alt,-322.779,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,7,1.0,hostvector,central,-145.744,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,7,1.0,hostvector,alt,-148.071,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,7,1.0,seir,central,-153.449,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,7,1.0,seir,alt,-159.346,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,7,1.0,hostvector_tempmort,central,-167.668,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,7,1.0,hostvector_tempmort,alt,-167.655,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,7,0.75,hostvector,central,-270.631,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,7,0.75,hostvector,alt,-282.178,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,7,0.75,seir,central,-260.766,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,7,0.75,seir,alt,-263.772,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,7,0.75,hostvector_tempmort,central,-285.562,1,1
BOLIVIA,PANDO,2015-10-04,no_effect,poisson,loglinear,7,0.75,hostvector_tempmort,alt,-294.357,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,3,1.0,hostvector,central,-69.481,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,3,1.0,hostvector,alt,-69.861,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,3,1.0,seir,central,-64.136,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,3,1.0,seir,alt,-65.534,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,3,1.0,hostvector_tempmort,central,-64.506,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,3,1.0,hostvector_tempmort,alt,-65.675,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,3,0.75,hostvector,central,-17.821,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,3,0.75,hostvector,alt,-17.617,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,3,0.75,seir,central,-17.45,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,3,0.75,seir,alt,-17.461,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,3,0.75,hostvector_tempmort,central,-15.808,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,3,0.75,hostvector_tempmort,alt,-15.857,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,5,1.0,hostvector,central,-59.699,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,5,1.0,hostvector,alt,-60.575,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,5,1.0,seir,central,-52.4,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,5,1.0,seir,alt,-53.117,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,5,1.0,hostvector_tempmort,central,-54.519,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,5,1.0,hostvector_tempmort,alt,-56.197,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,5,0.75,hostvector,central,-7.321,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,5,0.75,hostvector,alt,-7.573,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,5,0.75,seir,central,-4.316,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,5,0.75,seir,alt,-3.633,1,0
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,5,0.75,hostvector_tempmort,central,-5.089,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,5,0.75,hostvector_tempmort,alt,-5.634,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,7,1.0,hostvector,central,-56.263,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,7,1.0,hostvector,alt,-57.554,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,7,1.0,seir,central,-44.667,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,7,1.0,seir,alt,-44.831,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,7,1.0,hostvector_tempmort,central,-51.12,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,7,1.0,hostvector_tempmort,alt,-53.198,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,7,0.75,hostvector,central,-4.469,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,7,0.75,hostvector,alt,-4.935,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,7,0.75,seir,central,-2.03,1,0
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,7,0.75,seir,alt,-2.027,1,0
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,7,0.75,hostvector_tempmort,central,-2.4,1,0
BOLIVIA,PANDO,2015-10-04,climate,nb,briere,7,0.75,hostvector_tempmort,alt,-3.151,1,0
BOLIVIA,PANDO,2015-10-04,climate,nb,loglinear,3,1.0,hostvector,central,73.295,0,0
BOLIVIA,PANDO,2015-10-04,climate,nb,loglinear,3,1.0,seir,central,-64.338,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,loglinear,3,1.0,seir,alt,-65.807,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,loglinear,3,1.0,hostvector_tempmort,central,109451.121,0,0
BOLIVIA,PANDO,2015-10-04,climate,nb,loglinear,3,0.75,hostvector,central,90879.771,0,0
BOLIVIA,PANDO,2015-10-04,climate,nb,loglinear,3,0.75,seir,central,-17.881,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,loglinear,3,0.75,seir,alt,-17.976,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,loglinear,3,0.75,hostvector_tempmort,central,32831.332,0,0
BOLIVIA,PANDO,2015-10-04,climate,nb,loglinear,5,1.0,hostvector,central,100795.044,0,0
BOLIVIA,PANDO,2015-10-04,climate,nb,loglinear,5,1.0,seir,central,-52.795,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,loglinear,5,1.0,seir,alt,-53.739,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,loglinear,5,1.0,hostvector_tempmort,central,87498.236,0,0
BOLIVIA,PANDO,2015-10-04,climate,nb,loglinear,5,0.75,hostvector,central,90363.975,0,0
BOLIVIA,PANDO,2015-10-04,climate,nb,loglinear,5,0.75,seir,central,0.574,0,0
BOLIVIA,PANDO,2015-10-04,climate,nb,loglinear,5,0.75,seir,alt,-4.618,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,loglinear,5,0.75,hostvector_tempmort,central,82321.891,0,0
BOLIVIA,PANDO,2015-10-04,climate,nb,loglinear,7,1.0,hostvector,central,100954.737,0,0
BOLIVIA,PANDO,2015-10-04,climate,nb,loglinear,7,1.0,seir,central,-45.128,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,loglinear,7,1.0,seir,alt,-45.484,1,1
BOLIVIA,PANDO,2015-10-04,climate,nb,loglinear,7,1.0,hostvector_tempmort,central,104739.806,0,0
BOLIVIA,PANDO,2015-10-04,climate,nb,loglinear,7,0.75,hostvector,central,107.401,0,0
BOLIVIA,PANDO,2015-10-04,climate,nb,loglinear,7,0.75,seir,central,-2.156,1,0
BOLIVIA,PANDO,2015-10-04,climate,nb,loglinear,7,0.75,seir,alt,-2.34,1,0
BOLIVIA,PANDO,2015-10-04,climate,nb,loglinear,7,0.75,hostvector_tempmort,central,82949.153,0,0
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,3,1.0,hostvector,central,-621.505,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,3,1.0,hostvector,alt,-603.324,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,3,1.0,seir,central,-778.223,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,3,1.0,seir,alt,-901.445,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,3,1.0,hostvector_tempmort,central,-609.569,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,3,1.0,hostvector_tempmort,alt,-595.009,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,3,0.75,hostvector,central,-796.358,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,3,0.75,hostvector,alt,-800.364,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,3,0.75,seir,central,-1037.275,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,3,0.75,seir,alt,-1156.491,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,3,0.75,hostvector_tempmort,central,-785.827,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,3,0.75,hostvector_tempmort,alt,-791.51,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,5,1.0,hostvector,central,-243.736,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,5,1.0,hostvector,alt,-235.438,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,5,1.0,seir,central,-393.145,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,5,1.0,seir,alt,-495.269,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,5,1.0,hostvector_tempmort,central,-239.754,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,5,1.0,hostvector_tempmort,alt,-233.397,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,5,0.75,hostvector,central,-308.676,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,5,0.75,hostvector,alt,-318.174,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,5,0.75,seir,central,-508.27,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,5,0.75,seir,alt,-608.531,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,5,0.75,hostvector_tempmort,central,-305.327,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,5,0.75,hostvector_tempmort,alt,-316.262,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,7,1.0,hostvector,central,-461.962,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,7,1.0,hostvector,alt,-420.676,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,7,1.0,seir,central,-817.974,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,7,1.0,seir,alt,-893.826,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,7,1.0,hostvector_tempmort,central,-454.183,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,7,1.0,hostvector_tempmort,alt,-416.218,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,7,0.75,hostvector,central,-570.36,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,7,0.75,hostvector,alt,-558.902,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,7,0.75,seir,central,-896.695,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,7,0.75,seir,alt,-949.958,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,7,0.75,hostvector_tempmort,central,-558.537,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,briere,7,0.75,hostvector_tempmort,alt,-549.105,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,loglinear,3,1.0,hostvector,central,120044.206,0,0
BOLIVIA,PANDO,2015-10-04,climate,poisson,loglinear,3,1.0,seir,central,-778.115,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,loglinear,3,1.0,seir,alt,-900.762,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,loglinear,3,1.0,hostvector_tempmort,central,168557.341,0,0
BOLIVIA,PANDO,2015-10-04,climate,poisson,loglinear,3,0.75,hostvector,central,144071.045,0,0
BOLIVIA,PANDO,2015-10-04,climate,poisson,loglinear,3,0.75,seir,central,-1034.264,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,loglinear,3,0.75,seir,alt,-1155.978,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,loglinear,3,0.75,hostvector_tempmort,central,123938.452,0,0
BOLIVIA,PANDO,2015-10-04,climate,poisson,loglinear,5,1.0,hostvector,central,146461.274,0,0
BOLIVIA,PANDO,2015-10-04,climate,poisson,loglinear,5,1.0,seir,central,-473.705,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,loglinear,5,1.0,seir,alt,-547.761,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,loglinear,5,1.0,hostvector_tempmort,central,120215.84,0,0
BOLIVIA,PANDO,2015-10-04,climate,poisson,loglinear,5,0.75,hostvector,central,132859.487,0,0
BOLIVIA,PANDO,2015-10-04,climate,poisson,loglinear,5,0.75,seir,central,-524.333,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,loglinear,5,0.75,seir,alt,-609.926,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,loglinear,5,0.75,hostvector_tempmort,central,117811.799,0,0
BOLIVIA,PANDO,2015-10-04,climate,poisson,loglinear,7,1.0,hostvector,central,158134.481,0,0
BOLIVIA,PANDO,2015-10-04,climate,poisson,loglinear,7,1.0,seir,central,-819.682,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,loglinear,7,1.0,seir,alt,-897.827,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,loglinear,7,1.0,hostvector_tempmort,central,78463.618,0,0
BOLIVIA,PANDO,2015-10-04,climate,poisson,loglinear,7,0.75,hostvector,central,131714.493,0,0
BOLIVIA,PANDO,2015-10-04,climate,poisson,loglinear,7,0.75,seir,central,-901.997,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,loglinear,7,0.75,seir,alt,-960.177,1,1
BOLIVIA,PANDO,2015-10-04,climate,poisson,loglinear,7,0.75,hostvector_tempmort,central,117514.731,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,3,1.0,hostvector,central,3.374,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,3,1.0,hostvector,alt,2.883,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,3,1.0,seir,central,3.913,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,3,1.0,seir,alt,3.874,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,3,1.0,hostvector_tempmort,central,-17.602,1,1
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,3,1.0,hostvector_tempmort,alt,-13.622,1,1
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,3,0.75,hostvector,central,3.774,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,3,0.75,hostvector,alt,3.71,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,3,0.75,seir,central,3.749,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,3,0.75,seir,alt,3.748,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,3,0.75,hostvector_tempmort,central,3.677,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,3,0.75,hostvector_tempmort,alt,3.623,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,5,1.0,hostvector,central,2.568,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,5,1.0,hostvector,alt,1.977,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,5,1.0,seir,central,3.644,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,5,1.0,seir,alt,3.561,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,5,1.0,hostvector_tempmort,central,-3.204,1,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,5,1.0,hostvector_tempmort,alt,-0.262,1,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,5,0.75,hostvector,central,2.591,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,5,0.75,hostvector,alt,2.407,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,5,0.75,seir,central,3.315,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,5,0.75,seir,alt,3.313,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,5,0.75,hostvector_tempmort,central,1.958,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,5,0.75,hostvector_tempmort,alt,1.93,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,7,1.0,hostvector,central,1.465,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,7,1.0,hostvector,alt,0.994,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,7,1.0,seir,central,3.452,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,7,1.0,seir,alt,3.473,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,7,1.0,hostvector_tempmort,central,3.505,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,7,1.0,hostvector_tempmort,alt,3.803,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,7,0.75,hostvector,central,1.845,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,7,0.75,hostvector,alt,1.551,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,7,0.75,seir,central,3.409,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,7,0.75,seir,alt,3.445,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,7,0.75,hostvector_tempmort,central,2.108,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,briere,7,0.75,hostvector_tempmort,alt,1.998,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,loglinear,3,1.0,hostvector,central,3.291,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,loglinear,3,1.0,hostvector,alt,3.078,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,loglinear,3,1.0,seir,central,3.602,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,loglinear,3,1.0,seir,alt,3.678,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,loglinear,3,1.0,hostvector_tempmort,central,-17.67,1,1
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,loglinear,3,1.0,hostvector_tempmort,alt,-13.747,1,1
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,loglinear,3,0.75,hostvector,central,3.705,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,loglinear,3,0.75,hostvector,alt,3.634,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,loglinear,3,0.75,seir,central,3.008,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,loglinear,3,0.75,seir,alt,3.043,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,loglinear,3,0.75,hostvector_tempmort,central,3.256,0,0
ARGENTINA,ARGENTINA,2019-12-22,no_effect,nb,loglinear,3,0.75,hostvector_tempmort,alt,3.209,0,0
