country,unit,window_start,truth,observation,temp_form,rain_lag,train_frac,structure,delta_aic,climate_wins,climate_wins_margin4
BOLIVIA,TARIJA,2019-12-01,climate,poisson,briere,7,0.75,hostvector,-160.68,True,True
BOLIVIA,TARIJA,2019-12-01,climate,poisson,briere,7,0.75,seir,-269.373,True,True
BOLIVIA,TARIJA,2019-12-01,climate,poisson,loglinear,3,1.0,hostvector,-169.946,True,True
BOLIVIA,TARIJA,2019-12-01,climate,poisson,loglinear,3,1.0,seir,-289.753,True,True
BOLIVIA,TARIJA,2019-12-01,climate,poisson,loglinear,3,0.75,hostvector,-169.946,True,True
BOLIVIA,TARIJA,2019-12-01,climate,poisson,loglinear,3,0.75,seir,-289.753,True,True
BOLIVIA,TARIJA,2019-12-01,climate,poisson,loglinear,5,1.0,hostvector,-144.924,True,True
BOLIVIA,TARIJA,2019-12-01,climate,poisson,loglinear,5,1.0,seir,-168.051,True,True
BOLIVIA,TARIJA,2019-12-01,climate,poisson,loglinear,5,0.75,hostvector,-144.924,True,True
BOLIVIA,TARIJA,2019-12-01,climate,poisson,loglinear,5,0.75,seir,-168.051,True,True
BOLIVIA,TARIJA,2019-12-01,climate,poisson,loglinear,7,1.0,hostvector,-158.882,True,True
BOLIVIA,TARIJA,2019-12-01,climate,poisson,loglinear,7,1.0,seir,-266.926,True,True
BOLIVIA,TARIJA,2019-12-01,climate,poisson,loglinear,7,0.75,hostvector,-158.882,True,True
BOLIVIA,TARIJA,2019-12-01,climate,poisson,loglinear,7,0.75,seir,-266.926,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,nb,briere,3,1.0,hostvector,3.629,False,False
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,nb,briere,3,1.0,seir,3.162,False,False
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,nb,briere,3,0.75,hostvector,3.625,False,False
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,nb,briere,3,0.75,seir,2.74,False,False
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,nb,briere,5,1.0,hostvector,3.195,False,False
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,nb,briere,5,1.0,seir,2.889,False,False
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,nb,briere,5,0.75,hostvector,2.525,False,False
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,nb,briere,5,0.75,seir,2.036,False,False
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,nb,briere,7,1.0,hostvector,3.456,False,False
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,nb,briere,7,1.0,seir,3.034,False,False
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,nb,briere,7,0.75,hostvector,2.455,False,False
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,nb,briere,7,0.75,seir,1.955,False,False
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,nb,loglinear,3,1.0,hostvector,3.612,False,False
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,nb,loglinear,3,1.0,seir,3.077,False,False
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,nb,loglinear,3,0.75,hostvector,3.621,False,False
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,nb,loglinear,3,0.75,seir,2.749,False,False
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,nb,loglinear,5,1.0,hostvector,3.196,False,False
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,nb,loglinear,5,1.0,seir,2.689,False,False
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,nb,loglinear,5,0.75,hostvector,2.512,False,False
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,nb,loglinear,5,0.75,seir,1.863,False,False
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,nb,loglinear,7,1.0,hostvector,3.465,False,False
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,nb,loglinear,7,1.0,seir,2.844,False,False
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,nb,loglinear,7,0.75,hostvector,2.322,False,False
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,nb,loglinear,7,0.75,seir,1.53,False,False
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,poisson,briere,3,1.0,hostvector,-3.645,True,False
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,poisson,briere,3,1.0,seir,-7.243,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,poisson,briere,3,0.75,hostvector,-3.271,True,False
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,poisson,briere,3,0.75,seir,-9.242,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,poisson,briere,5,1.0,hostvector,-6.423,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,poisson,briere,5,1.0,seir,-8.182,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,poisson,briere,5,0.75,hostvector,-9.306,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,poisson,briere,5,0.75,seir,-12.365,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,poisson,briere,7,1.0,hostvector,-4.141,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,poisson,briere,7,1.0,seir,-5.274,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,poisson,briere,7,0.75,hostvector,-12.036,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,poisson,briere,7,0.75,seir,-14.108,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,poisson,loglinear,3,1.0,hostvector,-4.165,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,poisson,loglinear,3,1.0,seir,-8.696,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,poisson,loglinear,3,0.75,hostvector,-3.955,True,False
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,poisson,loglinear,3,0.75,seir,-9.753,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,poisson,loglinear,5,1.0,hostvector,-9.424,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,poisson,loglinear,5,1.0,seir,-12.455,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,poisson,loglinear,5,0.75,hostvector,-12.927,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,poisson,loglinear,5,0.75,seir,-17.073,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,poisson,loglinear,7,1.0,hostvector,-9.869,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,poisson,loglinear,7,1.0,seir,-10.984,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,poisson,loglinear,7,0.75,hostvector,-19.57,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,no_effect,poisson,loglinear,7,0.75,seir,-22.439,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,nb,briere,3,1.0,hostvector,-70.348,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,nb,briere,3,1.0,seir,-69.303,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,nb,briere,3,0.75,hostvector,-29.969,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,nb,briere,3,0.75,seir,-32.164,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,nb,briere,5,1.0,hostvector,-50.811,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,nb,briere,5,1.0,seir,-46.256,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,nb,briere,5,0.75,hostvector,-12.972,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,nb,briere,5,0.75,seir,-13.295,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,nb,briere,7,1.0,hostvector,-3.703,True,False
BOLIVIA,SANTA CRUZ,2020-08-16,climate,nb,briere,7,1.0,seir,0.731,False,False
BOLIVIA,SANTA CRUZ,2020-08-16,climate,nb,briere,7,0.75,hostvector,-0.321,True,False
BOLIVIA,SANTA CRUZ,2020-08-16,climate,nb,briere,7,0.75,seir,-1.587,True,False
BOLIVIA,SANTA CRUZ,2020-08-16,climate,nb,loglinear,3,1.0,hostvector,-70.987,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,nb,loglinear,3,1.0,seir,-70.036,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,nb,loglinear,3,0.75,hostvector,-30.285,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,nb,loglinear,3,0.75,seir,-31.707,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,nb,loglinear,5,1.0,hostvector,-60.69,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,nb,loglinear,5,1.0,seir,-61.077,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,nb,loglinear,5,0.75,hostvector,-21.074,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,nb,loglinear,5,0.75,seir,-23.595,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,nb,loglinear,7,1.0,hostvector,-54.054,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,nb,loglinear,7,1.0,seir,-53.817,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,nb,loglinear,7,0.75,hostvector,-15.917,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,nb,loglinear,7,0.75,seir,-19.765,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,poisson,briere,3,1.0,hostvector,-749.931,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,poisson,briere,3,1.0,seir,-726.527,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,poisson,briere,3,0.75,hostvector,-459.716,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,poisson,briere,3,0.75,seir,-462.677,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,poisson,briere,5,1.0,hostvector,-554.789,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,poisson,briere,5,1.0,seir,-510.864,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,poisson,briere,5,0.75,hostvector,-310.701,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,poisson,briere,5,0.75,seir,-257.482,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,poisson,briere,7,1.0,hostvector,-213.115,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,poisson,briere,7,1.0,seir,-144.342,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,poisson,briere,7,0.75,hostvector,2.788,False,False
BOLIVIA,SANTA CRUZ,2020-08-16,climate,poisson,briere,7,0.75,seir,2.697,False,False
BOLIVIA,SANTA CRUZ,2020-08-16,climate,poisson,loglinear,3,1.0,hostvector,-759.773,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,poisson,loglinear,3,1.0,seir,-733.086,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,poisson,loglinear,3,0.75,hostvector,-463.495,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,poisson,loglinear,3,0.75,seir,-463.989,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,poisson,loglinear,5,1.0,hostvector,-613.669,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,poisson,loglinear,5,1.0,seir,-605.036,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,poisson,loglinear,5,0.75,hostvector,-367.925,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,poisson,loglinear,5,0.75,seir,-345.353,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,poisson,loglinear,7,1.0,hostvector,-471.869,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,poisson,loglinear,7,1.0,seir,-476.793,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,poisson,loglinear,7,0.75,hostvector,-224.208,True,True
BOLIVIA,SANTA CRUZ,2020-08-16,climate,poisson,loglinear,7,0.75,seir,-182.994,True,True
BOLIVIA,BENI,2020-09-20,no_effect,nb,briere,3,1.0,hostvector,3.057,False,False
BOLIVIA,BENI,2020-09-20,no_effect,nb,briere,3,1.0,seir,1.507,False,False
BOLIVIA,BENI,2020-09-20,no_effect,nb,briere,3,0.75,hostvector,3.086,False,False
BOLIVIA,BENI,2020-09-20,no_effect,nb,briere,3,0.75,seir,2.144,False,False
BOLIVIA,BENI,2020-09-20,no_effect,nb,briere,5,1.0,hostvector,3.064,False,False
BOLIVIA,BENI,2020-09-20,no_effect,nb,briere,5,1.0,seir,1.558,False,False
BOLIVIA,BENI,2020-09-20,no_effect,nb,briere,5,0.75,hostvector,3.219,False,False
BOLIVIA,BENI,2020-09-20,no_effect,nb,briere,5,0.75,seir,2.591,False,False
BOLIVIA,BENI,2020-09-20,no_effect,nb,briere,7,1.0,hostvector,3.101,False,False
BOLIVIA,BENI,2020-09-20,no_effect,nb,briere,7,1.0,seir,1.633,False,False
BOLIVIA,BENI,2020-09-20,no_effect,nb,briere,7,0.75,hostvector,2.825,False,False
BOLIVIA,BENI,2020-09-20,no_effect,nb,briere,7,0.75,seir,2.072,False,False
BOLIVIA,BENI,2020-09-20,no_effect,nb,loglinear,3,1.0,hostvector,3.068,False,False
BOLIVIA,BENI,2020-09-20,no_effect,nb,loglinear,3,1.0,seir,1.496,False,False
BOLIVIA,BENI,2020-09-20,no_effect,nb,loglinear,3,0.75,hostvector,2.834,False,False
BOLIVIA,BENI,2020-09-20,no_effect,nb,loglinear,3,0.75,seir,2.142,False,False
BOLIVIA,BENI,2020-09-20,no_effect,nb,loglinear,5,1.0,hostvector,3.099,False,False
BOLIVIA,BENI,2020-09-20,no_effect,nb,loglinear,5,1.0,seir,1.514,False,False
BOLIVIA,BENI,2020-09-20,no_effect,nb,loglinear,5,0.75,hostvector,3.211,False,False
BOLIVIA,BENI,2020-09-20,no_effect,nb,loglinear,5,0.75,seir,2.429,False,False
BOLIVIA,BENI,2020-09-20,no_effect,nb,loglinear,7,1.0,hostvector,3.148,False,False
BOLIVIA,BENI,2020-09-20,no_effect,nb,loglinear,7,1.0,seir,1.554,False,False
BOLIVIA,BENI,2020-09-20,no_effect,nb,loglinear,7,0.75,hostvector,2.787,False,False
BOLIVIA,BENI,2020-09-20,no_effect,nb,loglinear,7,0.75,seir,1.803,False,False
BOLIVIA,BENI,2020-09-20,no_effect,poisson,briere,3,1.0,hostvector,-0.759,True,False
BOLIVIA,BENI,2020-09-20,no_effect,poisson,briere,3,1.0,seir,-4.521,True,True
BOLIVIA,BENI,2020-09-20,no_effect,poisson,briere,3,0.75,hostvector,0.938,False,False
BOLIVIA,BENI,2020-09-20,no_effect,poisson,briere,3,0.75,seir,-1.292,True,False
BOLIVIA,BENI,2020-09-20,no_effect,poisson,briere,5,1.0,hostvector,-0.69,True,False
BOLIVIA,BENI,2020-09-20,no_effect,poisson,briere,5,1.0,seir,-4.011,True,True
BOLIVIA,BENI,2020-09-20,no_effect,poisson,briere,5,0.75,hostvector,1.118,False,False
BOLIVIA,BENI,2020-09-20,no_effect,poisson,briere,5,0.75,seir,-0.408,True,False
BOLIVIA,BENI,2020-09-20,no_effect,poisson,briere,7,1.0,hostvector,-0.912,True,False
BOLIVIA,BENI,2020-09-20,no_effect,poisson,briere,7,1.0,seir,-4.284,True,True
BOLIVIA,BENI,2020-09-20,no_effect,poisson,briere,7,0.75,hostvector,-0.827,True,False
BOLIVIA,BENI,2020-09-20,no_effect,poisson,briere,7,0.75,seir,-2.221,True,False
BOLIVIA,BENI,2020-09-20,no_effect,poisson,loglinear,3,1.0,hostvector,-1.432,True,False
BOLIVIA,BENI,2020-09-20,no_effect,poisson,loglinear,3,1.0,seir,-4.562,True,True
BOLIVIA,BENI,2020-09-20,no_effect,poisson,loglinear,3,0.75,hostvector,-1.219,True,False
BOLIVIA,BENI,2020-09-20,no_effect,poisson,loglinear,3,0.75,seir,-2.071,True,False
BOLIVIA,BENI,2020-09-20,no_effect,poisson,loglinear,5,1.0,hostvector,-0.737,True,False
BOLIVIA,BENI,2020-09-20,no_effect,poisson,loglinear,5,1.0,seir,-4.032,True,True
BOLIVIA,BENI,2020-09-20,no_effect,poisson,loglinear,5,0.75,hostvector,0.77,False,False
BOLIVIA,BENI,2020-09-20,no_effect,poisson,loglinear,5,0.75,seir,-0.433,True,False
BOLIVIA,BENI,2020-09-20,no_effect,poisson,loglinear,7,1.0,hostvector,-0.84,True,False
BOLIVIA,BENI,2020-09-20,no_effect,poisson,loglinear,7,1.0,seir,-4.239,True,True
BOLIVIA,BENI,2020-09-20,no_effect,poisson,loglinear,7,0.75,hostvector,-0.862,True,False
BOLIVIA,BENI,2020-09-20,no_effect,poisson,loglinear,7,0.75,seir,-2.623,True,False
BOLIVIA,BENI,2020-09-20,climate,nb,briere,3,1.0,hostvector,-332.305,True,True
BOLIVIA,BENI,2020-09-20,climate,nb,briere,3,1.0,seir,-311.744,True,True
BOLIVIA,BENI,2020-09-20,climate,nb,briere,3,0.75,hostvector,-269.094,True,True
BOLIVIA,BENI,2020-09-20,climate,nb,briere,3,0.75,seir,-256.458,True,True
BOLIVIA,BENI,2020-09-20,climate,nb,briere,5,1.0,hostvector,-308.986,True,True
BOLIVIA,BENI,2020-09-20,climate,nb,briere,5,1.0,seir,-283.359,True,True
BOLIVIA,BENI,2020-09-20,climate,nb,briere,5,0.75,hostvector,-245.602,True,True
BOLIVIA,BENI,2020-09-20,climate,nb,briere,5,0.75,seir,-227.724,True,True
BOLIVIA,BENI,2020-09-20,climate,nb,briere,7,1.0,hostvector,-255.078,True,True
BOLIVIA,BENI,2020-09-20,climate,nb,briere,7,1.0,seir,-225.796,True,True
BOLIVIA,BENI,2020-09-20,climate,nb,briere,7,0.75,hostvector,-192.103,True,True
BOLIVIA,BENI,2020-09-20,climate,nb,briere,7,0.75,seir,-172.485,True,True
BOLIVIA,BENI,2020-09-20,climate,nb,loglinear,3,1.0,hostvector,-333.932,True,True
BOLIVIA,BENI,2020-09-20,climate,nb,loglinear,3,1.0,seir,-314.765,True,True
BOLIVIA,BENI,2020-09-20,climate,nb,loglinear,3,0.75,hostvector,-270.751,True,True
BOLIVIA,BENI,2020-09-20,climate,nb,loglinear,3,0.75,seir,-259.319,True,True
BOLIVIA,BENI,2020-09-20,climate,nb,loglinear,5,1.0,hostvector,-310.023,True,True
BOLIVIA,BENI,2020-09-20,climate,nb,loglinear,5,1.0,seir,-286.217,True,True
BOLIVIA,BENI,2020-09-20,climate,nb,loglinear,5,0.75,hostvector,-246.81,True,True
BOLIVIA,BENI,2020-09-20,climate,nb,loglinear,5,0.75,seir,-230.243,True,True
BOLIVIA,BENI,2020-09-20,climate,nb,loglinear,7,1.0,hostvector,-279.45,True,True
BOLIVIA,BENI,2020-09-20,climate,nb,loglinear,7,1.0,seir,-255.576,True,True
BOLIVIA,BENI,2020-09-20,climate,nb,loglinear,7,0.75,hostvector,-216.262,True,True
BOLIVIA,BENI,2020-09-20,climate,nb,loglinear,7,0.75,seir,-199.79,True,True
BOLIVIA,BENI,2020-09-20,climate,poisson,briere,3,1.0,hostvector,-1459.491,True,True
BOLIVIA,BENI,2020-09-20,climate,poisson,briere,3,1.0,seir,-1478.375,True,True
BOLIVIA,BENI,2020-09-20,climate,poisson,briere,3,0.75,hostvector,-1430.875,True,True
BOLIVIA,BENI,2020-09-20,climate,poisson,briere,3,0.75,seir,-1455.787,True,True
BOLIVIA,BENI,2020-09-20,climate,poisson,briere,5,1.0,hostvector,-1316.265,True,True
BOLIVIA,BENI,2020-09-20,climate,poisson,briere,5,1.0,seir,-1303.242,True,True
BOLIVIA,BENI,2020-09-20,climate,poisson,briere,5,0.75,hostvector,-1288.568,True,True
BOLIVIA,BENI,2020-09-20,climate,poisson,briere,5,0.75,seir,-1284.62,True,True
BOLIVIA,BENI,2020-09-20,climate,poisson,briere,7,1.0,hostvector,-990.487,True,True
BOLIVIA,BENI,2020-09-20,climate,poisson,briere,7,1.0,seir,-1017.723,True,True
BOLIVIA,BENI,2020-09-20,climate,poisson,briere,7,0.75,hostvector,-971.506,True,True
BOLIVIA,BENI,2020-09-20,climate,poisson,briere,7,0.75,seir,-1016.842,True,True
BOLIVIA,BENI,2020-09-20,climate,poisson,loglinear,3,1.0,hostvector,-1459.23,True,True
BOLIVIA,BENI,2020-09-20,climate,poisson,loglinear,3,1.0,seir,-1485.487,True,True
BOLIVIA,BENI,2020-09-20,climate,poisson,loglinear,3,0.75,hostvector,-1430.316,True,True
BOLIVIA,BENI,2020-09-20,climate,poisson,loglinear,3,0.75,seir,-1461.831,True,True
BOLIVIA,BENI,2020-09-20,climate,poisson,loglinear,5,1.0,hostvector,-1349.347,True,True
BOLIVIA,BENI,2020-09-20,climate,poisson,loglinear,5,1.0,seir,-1345.462,True,True
BOLIVIA,BENI,2020-09-20,climate,poisson,loglinear,5,0.75,hostvector,-1320.433,True,True
BOLIVIA,BENI,2020-09-20,climate,poisson,loglinear,5,0.75,seir,-1322.149,True,True
BOLIVIA,BENI,2020-09-20,climate,poisson,loglinear,7,1.0,hostvector,-1170.281,True,True
BOLIVIA,BENI,2020-09-20,climate,poisson,loglinear,7,1.0,seir,-1184.376,True,True
BOLIVIA,BENI,2020-09-20,climate,poisson,loglinear,7,0.75,hostvector,-1145.239,True,True
BOLIVIA,BENI,2020-09-20,climate,poisson,loglinear,7,0.75,seir,-1168.669,True,True
BOLIVIA,BOLIVIA,2021-09-05,no_effect,nb,briere,3,1.0,hostvector,3.569,False,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,nb,briere,3,1.0,seir,2.689,False,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,nb,briere,3,0.75,hostvector,2.797,False,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,nb,briere,3,0.75,seir,3.808,False,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,nb,briere,5,1.0,hostvector,3.683,False,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,nb,briere,5,1.0,seir,1.905,False,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,nb,briere,5,0.75,hostvector,3.346,False,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,nb,briere,5,0.75,seir,3.983,False,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,nb,briere,7,1.0,hostvector,3.578,False,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,nb,briere,7,1.0,seir,1.445,False,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,nb,briere,7,0.75,hostvector,3.495,False,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,nb,briere,7,0.75,seir,3.998,False,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,nb,loglinear,3,1.0,hostvector,3.811,False,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,nb,loglinear,3,1.0,seir,2.9,False,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,nb,loglinear,3,0.75,hostvector,-0.579,True,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,nb,loglinear,3,0.75,seir,3.465,False,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,nb,loglinear,5,1.0,hostvector,3.983,False,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,nb,loglinear,5,1.0,seir,2.272,False,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,nb,loglinear,5,0.75,hostvector,-0.884,True,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,nb,loglinear,5,0.75,seir,3.674,False,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,nb,loglinear,7,1.0,hostvector,3.846,False,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,nb,loglinear,7,1.0,seir,1.838,False,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,nb,loglinear,7,0.75,hostvector,-1.513,True,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,nb,loglinear,7,0.75,seir,6.511,False,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,poisson,briere,3,1.0,hostvector,-11.067,True,True
BOLIVIA,BOLIVIA,2021-09-05,no_effect,poisson,briere,3,1.0,seir,-16.799,True,True
BOLIVIA,BOLIVIA,2021-09-05,no_effect,poisson,briere,3,0.75,hostvector,-3.341,True,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,poisson,briere,3,0.75,seir,1.362,False,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,poisson,briere,5,1.0,hostvector,-26.201,True,True
BOLIVIA,BOLIVIA,2021-09-05,no_effect,poisson,briere,5,1.0,seir,-41.845,True,True
BOLIVIA,BOLIVIA,2021-09-05,no_effect,poisson,briere,5,0.75,hostvector,3.996,False,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,poisson,briere,5,0.75,seir,3.284,False,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,poisson,briere,7,1.0,hostvector,-35.407,True,True
BOLIVIA,BOLIVIA,2021-09-05,no_effect,poisson,briere,7,1.0,seir,-51.013,True,True
BOLIVIA,BOLIVIA,2021-09-05,no_effect,poisson,briere,7,0.75,hostvector,3.918,False,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,poisson,briere,7,0.75,seir,3.08,False,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,poisson,loglinear,3,1.0,hostvector,-10.465,True,True
BOLIVIA,BOLIVIA,2021-09-05,no_effect,poisson,loglinear,3,1.0,seir,-19.126,True,True
BOLIVIA,BOLIVIA,2021-09-05,no_effect,poisson,loglinear,3,0.75,hostvector,-14.021,True,True
BOLIVIA,BOLIVIA,2021-09-05,no_effect,poisson,loglinear,3,0.75,seir,-2.317,True,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,poisson,loglinear,5,1.0,hostvector,-22.2,True,True
BOLIVIA,BOLIVIA,2021-09-05,no_effect,poisson,loglinear,5,1.0,seir,-40.121,True,True
BOLIVIA,BOLIVIA,2021-09-05,no_effect,poisson,loglinear,5,0.75,hostvector,-2.608,True,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,poisson,loglinear,5,0.75,seir,2.588,False,False
BOLIVIA,BOLIVIA,2021-09-05,no_effect,poisson,loglinear,7,1.0,hostvector,-30.395,True,True
BOLIVIA,BOLIVIA,2021-09-05,no_effect,poisson,loglinear,7,1.0,seir,-48.403,True,True
BOLIVIA,BOLIVIA,2021-09-05,no_effect,poisson,loglinear,7,0.75,hostvector,-4.288,True,True
BOLIVIA,BOLIVIA,2021-09-05,no_effect,poisson,loglinear,7,0.75,seir,2.625,False,False
BOLIVIA,BOLIVIA,2021-09-05,climate,nb,briere,3,1.0,hostvector,-444.951,True,True
BOLIVIA,BOLIVIA,2021-09-05,climate,nb,briere,3,1.0,seir,-402.362,True,True
BOLIVIA,BOLIVIA,2021-09-05,climate,nb,briere,3,0.75,hostvector,-439.937,True,True
BOLIVIA,BOLIVIA,2021-09-05,climate,nb,briere,3,0.75,seir,-399.314,True,True
BOLIVIA,BOLIVIA,2021-09-05,climate,nb,briere,5,1.0,hostvector,-359.103,True,True
BOLIVIA,BOLIVIA,2021-09-05,climate,nb,briere,5,1.0,seir,-295.111,True,True
BOLIVIA,BOLIVIA,2021-09-05,climate,nb,briere,5,0.75,hostvector,-354.091,True,True
BOLIVIA,BOLIVIA,2021-09-05,climate,nb,briere,5,0.75,seir,-292.064,True,True
BOLIVIA,BOLIVIA,2021-09-05,climate,nb,briere,7,1.0,hostvector,-265.439,True,True
BOLIVIA,BOLIVIA,2021-09-05,climate,nb,briere,7,1.0,seir,-176.895,True,True
BOLIVIA,BOLIVIA,2021-09-05,climate,nb,briere,7,0.75,hostvector,-260.416,True,True
