country,unit,window_start,observation,rain_lag,train_frac,structure,params,true_a_temp,true_a_rain,true_beta_0,a_temp_hat,a_temp_se,a_rain_hat,a_rain_se,beta_0_hat,beta_0_se
BOLIVIA,TARIJA,2015-01-25,nb,5,0.75,hostvector,central,1.0,0.3,15.428951,4.118988,1.12587,0.625259,0.082908,374261.102421,1236440.324577
BOLIVIA,TARIJA,2015-01-25,nb,5,0.75,hostvector,alt,1.0,0.3,15.428951,3.248693,14.68227,0.327011,8.164894,28553.426917,1162065.846523
BOLIVIA,TARIJA,2015-01-25,nb,5,0.75,seir,central,1.0,0.3,15.428951,6.723927,7.290263,1.793835,2.52447,3795432794.743596,80524347536.29651
BOLIVIA,TARIJA,2015-01-25,nb,5,0.75,seir,alt,1.0,0.3,15.428951,4.313261,17.41717,1.166714,8.309539,5161604.384336,250821809.105154
BOLIVIA,TARIJA,2015-01-25,nb,5,0.75,hostvector_tempmort,central,1.0,0.3,15.428951,3.525697,0.876022,0.6702,0.060719,75585.467914,195587.454571
BOLIVIA,TARIJA,2015-01-25,nb,5,0.75,hostvector_tempmort,alt,1.0,0.3,15.428951,4.177277,4.828063,0.702433,1.367538,433892.690054,5260804.193193
BOLIVIA,TARIJA,2015-01-25,nb,7,1.0,hostvector,central,1.0,0.3,15.428951,3.205527,0.784919,0.464532,0.036737,31680.879814,73867.954084
BOLIVIA,TARIJA,2015-01-25,nb,7,1.0,hostvector,alt,1.0,0.3,15.428951,4.186806,1.596975,0.494817,0.566424,485628.80326,1884119.108407
BOLIVIA,TARIJA,2015-01-25,nb,7,1.0,seir,central,1.0,0.3,15.428951,2.942084,4.169344,-1.438758,2.093614,10943.466153,101802.958877
BOLIVIA,TARIJA,2015-01-25,nb,7,1.0,seir,alt,1.0,0.3,15.428951,2.042992,2.517329,-1.499107,2.47537,3320.369994,29908.54584
BOLIVIA,TARIJA,2015-01-25,nb,7,1.0,hostvector_tempmort,central,1.0,0.3,15.428951,2.513009,0.618913,0.505498,0.024248,4806.018527,8903.82353
BOLIVIA,TARIJA,2015-01-25,nb,7,1.0,hostvector_tempmort,alt,1.0,0.3,15.428951,3.545997,2.252138,0.520105,0.417064,88774.983434,530171.272047
BOLIVIA,TARIJA,2015-01-25,nb,7,0.75,hostvector,central,1.0,0.3,15.428951,3.205676,0.961401,0.464541,0.044996,31694.633391,90515.527944
BOLIVIA,TARIJA,2015-01-25,nb,7,0.75,hostvector,alt,1.0,0.3,15.428951,2.519575,8.612684,0.000804,7.42911,3538.817402,99401.004941
BOLIVIA,TARIJA,2015-01-25,nb,7,0.75,seir,central,1.0,0.3,15.428951,2.942017,5.106456,-1.438714,2.56426,10941.872954,124666.488471
BOLIVIA,TARIJA,2015-01-25,nb,7,0.75,seir,alt,1.0,0.3,15.428951,2.043059,3.083785,-1.499216,3.032035,3320.790577,36642.148288
BOLIVIA,TARIJA,2015-01-25,nb,7,0.75,hostvector_tempmort,central,1.0,0.3,15.428951,2.512791,0.757884,0.505495,0.029696,4802.860961,10895.986257
BOLIVIA,TARIJA,2015-01-25,nb,7,0.75,hostvector_tempmort,alt,1.0,0.3,15.428951,3.54811,2.755017,0.520379,0.512076,89287.224167,651979.708833
BOLIVIA,TARIJA,2015-01-25,poisson,3,1.0,hostvector,central,1.0,0.3,15.428951,2.799716,26.227999,2.509185,155.71202,233.613036,35411.05348
BOLIVIA,TARIJA,2015-01-25,poisson,3,1.0,hostvector,alt,1.0,0.3,15.428951,1.986363,11.634336,-2.065392,29.686599,10720.021378,58036.129093
BOLIVIA,TARIJA,2015-01-25,poisson,3,1.0,seir,central,1.0,0.3,15.428951,0.0,,0.1003,,7.648054,
BOLIVIA,TARIJA,2015-01-25,poisson,3,1.0,seir,alt,1.0,0.3,15.428951,0.0,0.091427,-0.339017,2.20486,21.52184,69.042682
BOLIVIA,TARIJA,2015-01-25,poisson,3,1.0,hostvector_tempmort,central,1.0,0.3,15.428951,2.428378,9.887004,2.856393,95.829618,52.147609,5970.00072
BOLIVIA,TARIJA,2015-01-25,poisson,3,1.0,hostvector_tempmort,alt,1.0,0.3,15.428951,8.855121,25.821361,-0.309188,663.190864,6806931738.491162,4708472718915.095
BOLIVIA,TARIJA,2015-01-25,poisson,3,0.75,hostvector,central,1.0,0.3,15.428951,2.799751,31.805768,2.509306,188.850101,233.596123,42947.18063
BOLIVIA,TARIJA,2015-01-25,poisson,3,0.75,hostvector,alt,1.0,0.3,15.428951,1.986286,14.119681,-2.065203,36.025769,10715.370927,70345.162039
BOLIVIA,TARIJA,2015-01-25,poisson,3,0.75,seir,central,1.0,0.3,15.428951,0.0,0.023989,0.100315,0.518633,7.647849,6.153093
BOLIVIA,TARIJA,2015-01-25,poisson,3,0.75,seir,alt,1.0,0.3,15.428951,0.0,0.061642,-0.339022,1.455931,21.522007,45.41972
BOLIVIA,TARIJA,2015-01-25,poisson,3,0.75,hostvector_tempmort,central,1.0,0.3,15.428951,2.428361,11.997407,2.856285,116.257547,52.153346,7242.9201
BOLIVIA,TARIJA,2015-01-25,poisson,3,0.75,hostvector_tempmort,alt,1.0,0.3,15.428951,8.856794,33.253996,-0.310605,898.735409,6877065867.867537,6385225323807.482
BOLIVIA,TARIJA,2015-01-25,poisson,5,1.0,hostvector,central,1.0,0.3,15.428951,1.680184,0.570431,-0.267111,0.446603,268.274359,475.879272
BOLIVIA,TARIJA,2015-01-25,poisson,5,1.0,hostvector,alt,1.0,0.3,15.428951,0.128416,0.041376,-0.861251,0.441425,2.707606,0.526677
BOLIVIA,TARIJA,2015-01-25,poisson,5,1.0,seir,central,1.0,0.3,15.428951,2.038393,0.672077,-0.400534,1.251605,2825.23985,5341.269384
BOLIVIA,TARIJA,2015-01-25,poisson,5,1.0,seir,alt,1.0,0.3,15.428951,4.040294,52.681928,-0.833505,3.157059,1459872.907061,206751574.807894
BOLIVIA,TARIJA,2015-01-25,poisson,5,1.0,hostvector_tempmort,central,1.0,0.3,15.428951,1.442652,0.515274,-0.078428,0.351778,152.661515,244.625974
BOLIVIA,TARIJA,2015-01-25,poisson,5,1.0,hostvector_tempmort,alt,1.0,0.3,15.428951,2.007553,43185.833374,-3.799983,17683.831079,374.713114,45190658.487838
BOLIVIA,TARIJA,2015-01-25,poisson,5,0.75,hostvector,central,1.0,0.3,15.428951,1.680177,0.691748,-0.267105,0.541585,268.269054,577.075871
BOLIVIA,TARIJA,2015-01-25,poisson,5,0.75,hostvector,alt,1.0,0.3,15.428951,0.128679,0.046478,-0.85761,0.498407,2.71308,0.564723
BOLIVIA,TARIJA,2015-01-25,poisson,5,0.75,seir,central,1.0,0.3,15.428951,2.038404,0.814803,-0.400359,1.517571,2825.518588,6477.078827
BOLIVIA,TARIJA,2015-01-25,poisson,5,0.75,seir,alt,1.0,0.3,15.428951,4.03955,63.862656,-0.833337,3.821127,1457029.624821,250148534.395389
BOLIVIA,TARIJA,2015-01-25,poisson,5,0.75,hostvector_tempmort,central,1.0,0.3,15.428951,1.442683,0.624874,-0.078444,0.426602,152.676276,296.686753
BOLIVIA,TARIJA,2015-01-25,poisson,5,0.75,hostvector_tempmort,alt,1.0,0.3,15.428951,1.771393,121808.996915,-4.333111,69232.211773,169.11014,58063402.379871
BOLIVIA,TARIJA,2015-01-25,poisson,7,1.0,hostvector,central,1.0,0.3,15.428951,3.963779,5.064175,-1.54251,0.548138,35114.136153,349025.559801
BOLIVIA,TARIJA,2015-01-25,poisson,7,1.0,hostvector,alt,1.0,0.3,15.428951,9.901422,10903.764912,-13.593401,181493.725656,30587623.101761,2684798385549.9604
BOLIVIA,TARIJA,2015-01-25,poisson,7,1.0,seir,central,1.0,0.3,15.428951,4.49151,5.067324,-1.46468,0.898364,788837.610587,9629842.521773
BOLIVIA,TARIJA,2015-01-25,poisson,7,1.0,seir,alt,1.0,0.3,15.428951,6.737785,76438.518294,-11.952208,259945.111315,1568367.269857,500986989395.4698
BOLIVIA,TARIJA,2015-01-25,poisson,7,1.0,hostvector_tempmort,central,1.0,0.3,15.428951,1.513515,0.421059,-0.055932,0.508977,184.593007,270.428377
BOLIVIA,TARIJA,2015-01-25,poisson,7,1.0,hostvector_tempmort,alt,1.0,0.3,15.428951,2.963257,12.953378,-1.144837,6.35646,7342.542773,289903.644713
BOLIVIA,TARIJA,2015-01-25,poisson,7,0.75,hostvector,central,1.0,0.3,15.428951,3.963652,6.141028,-1.54251,0.66476,35104.457485,423167.199868
BOLIVIA,TARIJA,2015-01-25,poisson,7,0.75,hostvector,alt,1.0,0.3,15.428951,0.154974,0.049957,-2.079522,2.146355,0.88533,1.125061
BOLIVIA,TARIJA,2015-01-25,poisson,7,0.75,seir,central,1.0,0.3,15.428951,4.491496,6.145009,-1.464681,1.089428,788808.814071,11677430.23424
BOLIVIA,TARIJA,2015-01-25,poisson,7,0.75,seir,alt,1.0,0.3,15.428951,5.164751,467252.787483,-9.394939,672857.519626,112828.475485,186944878547.20117
BOLIVIA,TARIJA,2015-01-25,poisson,7,0.75,hostvector_tempmort,central,1.0,0.3,15.428951,1.513518,0.510623,-0.055873,0.617228,184.601155,327.967208
BOLIVIA,TARIJA,2015-01-25,poisson,7,0.75,hostvector_tempmort,alt,1.0,0.3,15.428951,2.963058,15.705115,-1.144897,7.707587,7338.214812,351285.951428
BOLIVIA,BOLIVIA,2019-11-10,nb,3,1.0,hostvector,central,1.0,0.3,0.213463,1.442129,0.348906,0.27007,0.081527,0.252324,0.029941
BOLIVIA,BOLIVIA,2019-11-10,nb,3,1.0,hostvector,alt,1.0,0.3,0.213463,2.233858,0.511985,0.386748,0.105787,0.248237,0.036824
BOLIVIA,BOLIVIA,2019-11-10,nb,3,1.0,seir,central,1.0,0.3,0.213463,0.822096,0.327079,0.152362,0.078541,0.47785,0.060806
BOLIVIA,BOLIVIA,2019-11-10,nb,3,1.0,seir,alt,1.0,0.3,0.213463,0.912216,0.370097,0.136887,0.078856,0.626475,0.086036
BOLIVIA,BOLIVIA,2019-11-10,nb,3,1.0,hostvector_tempmort,central,1.0,0.3,0.213463,1.417101,0.343829,0.259749,0.079305,0.25459,0.029946
BOLIVIA,BOLIVIA,2019-11-10,nb,3,1.0,hostvector_tempmort,alt,1.0,0.3,0.213463,2.175542,0.505727,0.371224,0.103776,0.248737,0.036834
BOLIVIA,BOLIVIA,2019-11-10,nb,3,0.75,hostvector,central,1.0,0.3,0.213463,0.522832,0.595303,0.186848,0.080697,0.199151,0.037868
BOLIVIA,BOLIVIA,2019-11-10,nb,3,0.75,hostvector,alt,1.0,0.3,0.213463,0.620021,0.704368,0.227233,0.094251,0.165705,0.035778
BOLIVIA,BOLIVIA,2019-11-10,nb,3,0.75,seir,central,1.0,0.3,0.213463,0.136718,0.635156,0.104003,0.075884,0.398936,0.084873
BOLIVIA,BOLIVIA,2019-11-10,nb,3,0.75,seir,alt,1.0,0.3,0.213463,0.163312,0.653327,0.090733,0.073671,0.510021,0.111702
BOLIVIA,BOLIVIA,2019-11-10,nb,3,0.75,hostvector_tempmort,central,1.0,0.3,0.213463,0.602142,0.594031,0.185319,0.080476,0.206319,0.039158
BOLIVIA,BOLIVIA,2019-11-10,nb,3,0.75,hostvector_tempmort,alt,1.0,0.3,0.213463,0.669954,0.701445,0.223715,0.093866,0.170147,0.036669
BOLIVIA,BOLIVIA,2019-11-10,nb,5,1.0,hostvector,central,1.0,0.3,0.213463,1.479558,0.458393,-0.012862,0.04914,0.314234,0.050148
BOLIVIA,BOLIVIA,2019-11-10,nb,5,1.0,hostvector,alt,1.0,0.3,0.213463,1.968332,0.620716,-0.020191,0.06059,0.308362,0.065867
BOLIVIA,BOLIVIA,2019-11-10,nb,5,1.0,seir,central,1.0,0.3,0.213463,1.194388,0.403018,-0.043964,0.044181,0.617724,0.087195
BOLIVIA,BOLIVIA,2019-11-10,nb,5,1.0,seir,alt,1.0,0.3,0.213463,1.270544,0.46537,-0.039246,0.04501,0.793687,0.128113
BOLIVIA,BOLIVIA,2019-11-10,nb,5,1.0,hostvector_tempmort,central,1.0,0.3,0.213463,1.474719,0.450937,-0.013142,0.047753,0.316514,0.049679
BOLIVIA,BOLIVIA,2019-11-10,nb,5,1.0,hostvector_tempmort,alt,1.0,0.3,0.213463,1.948272,0.616111,-0.019937,0.059173,0.308724,0.065464
BOLIVIA,BOLIVIA,2019-11-10,nb,5,0.75,hostvector,central,1.0,0.3,0.213463,0.0,1.9e-05,0.02691,0.042962,0.188562,0.005862
BOLIVIA,BOLIVIA,2019-11-10,nb,5,0.75,hostvector,alt,1.0,0.3,0.213463,5e-06,0.931173,0.02908,0.058815,0.156264,0.051513
BOLIVIA,BOLIVIA,2019-11-10,nb,5,0.75,seir,central,1.0,0.3,0.213463,0.152461,0.774797,-0.008023,0.046754,0.433572,0.117112
BOLIVIA,BOLIVIA,2019-11-10,nb,5,0.75,seir,alt,1.0,0.3,0.213463,0.139717,0.816576,-0.002606,0.046699,0.540211,0.153746
BOLIVIA,BOLIVIA,2019-11-10,nb,5,0.75,hostvector_tempmort,central,1.0,0.3,0.213463,0.116189,0.793293,0.022452,0.050774,0.198006,0.055424
BOLIVIA,BOLIVIA,2019-11-10,nb,5,0.75,hostvector_tempmort,alt,1.0,0.3,0.213463,0.0,0.8638,0.028874,0.056403,0.157428,0.048437
BOLIVIA,BOLIVIA,2019-11-10,nb,7,1.0,hostvector,central,1.0,0.3,0.213463,2.153706,0.574695,-0.07088,0.035407,0.395474,0.074795
BOLIVIA,BOLIVIA,2019-11-10,nb,7,1.0,hostvector,alt,1.0,0.3,0.213463,2.910692,0.811633,-0.09253,0.044986,0.423784,0.112778
BOLIVIA,BOLIVIA,2019-11-10,nb,7,1.0,seir,central,1.0,0.3,0.213463,1.805663,0.498788,-0.080455,0.033076,0.746917,0.121106
BOLIVIA,BOLIVIA,2019-11-10,nb,7,1.0,seir,alt,1.0,0.3,0.213463,2.021974,0.627468,-0.081357,0.036639,1.004446,0.204523
BOLIVIA,BOLIVIA,2019-11-10,nb,7,1.0,hostvector_tempmort,central,1.0,0.3,0.213463,2.134291,0.569045,-0.068107,0.034662,0.39617,0.074214
BOLIVIA,BOLIVIA,2019-11-10,nb,7,1.0,hostvector_tempmort,alt,1.0,0.3,0.213463,2.880176,0.811132,-0.089406,0.044331,0.422582,0.112438
BOLIVIA,BOLIVIA,2019-11-10,nb,7,0.75,hostvector,central,1.0,0.3,0.213463,0.969495,1.076718,-0.040122,0.044214,0.266181,0.096835
BOLIVIA,BOLIVIA,2019-11-10,nb,7,0.75,hostvector,alt,1.0,0.3,0.213463,0.98367,1.319375,-0.045174,0.052647,0.222136,0.099019
BOLIVIA,BOLIVIA,2019-11-10,nb,7,0.75,seir,central,1.0,0.3,0.213463,1.318641,1.030222,-0.062193,0.042271,0.639616,0.219603
BOLIVIA,BOLIVIA,2019-11-10,nb,7,0.75,seir,alt,1.0,0.3,0.213463,1.270334,1.135888,-0.055014,0.045121,0.787607,0.297578
BOLIVIA,BOLIVIA,2019-11-10,nb,7,0.75,hostvector_tempmort,central,1.0,0.3,0.213463,1.106304,1.05989,-0.042687,0.043517,0.280854,0.100462
BOLIVIA,BOLIVIA,2019-11-10,nb,7,0.75,hostvector_tempmort,alt,1.0,0.3,0.213463,1.081507,1.301395,-0.046483,0.051885,0.231146,0.101528
BOLIVIA,BOLIVIA,2019-11-10,poisson,3,1.0,hostvector,central,1.0,0.3,0.213463,0.626568,0.417136,0.203303,0.068984,0.201711,0.023779
BOLIVIA,BOLIVIA,2019-11-10,poisson,3,1.0,hostvector,alt,1.0,0.3,0.213463,0.831866,0.504152,0.246966,0.078042,0.173325,0.023888
BOLIVIA,BOLIVIA,2019-11-10,poisson,3,1.0,seir,central,1.0,0.3,0.213463,0.618226,0.455762,0.231657,0.088081,0.412448,0.054363
BOLIVIA,BOLIVIA,2019-11-10,poisson,3,1.0,seir,alt,1.0,0.3,0.213463,0.718848,0.490212,0.233774,0.095329,0.532605,0.073527
BOLIVIA,BOLIVIA,2019-11-10,poisson,3,1.0,hostvector_tempmort,central,1.0,0.3,0.213463,0.746223,0.416853,0.206277,0.069424,0.210753,0.024756
BOLIVIA,BOLIVIA,2019-11-10,poisson,3,1.0,hostvector_tempmort,alt,1.0,0.3,0.213463,0.924323,0.503575,0.247513,0.078547,0.179731,0.024663
BOLIVIA,BOLIVIA,2019-11-10,poisson,3,0.75,hostvector,central,1.0,0.3,0.213463,0.590949,0.510477,0.20101,0.08315,0.199751,0.029047
BOLIVIA,BOLIVIA,2019-11-10,poisson,3,0.75,hostvector,alt,1.0,0.3,0.213463,0.768341,0.61266,0.244105,0.093494,0.170074,0.028766
BOLIVIA,BOLIVIA,2019-11-10,poisson,3,0.75,seir,central,1.0,0.3,0.213463,0.631316,0.563637,0.22959,0.106606,0.415399,0.067914
BOLIVIA,BOLIVIA,2019-11-10,poisson,3,0.75,seir,alt,1.0,0.3,0.213463,0.731716,0.605747,0.231506,0.115371,0.536433,0.091957
BOLIVIA,BOLIVIA,2019-11-10,poisson,3,0.75,hostvector_tempmort,central,1.0,0.3,0.213463,0.716749,0.510024,0.204406,0.083764,0.209041,0.030284
BOLIVIA,BOLIVIA,2019-11-10,poisson,3,0.75,hostvector_tempmort,alt,1.0,0.3,0.213463,0.867693,0.611904,0.245106,0.094194,0.176683,0.029749
BOLIVIA,BOLIVIA,2019-11-10,poisson,5,1.0,hostvector,central,1.0,0.3,0.213463,0.234256,0.45604,0.018091,0.062267,0.203983,0.033314
BOLIVIA,BOLIVIA,2019-11-10,poisson,5,1.0,hostvector,alt,1.0,0.3,0.213463,0.192004,0.542113,0.028714,0.069455,0.165727,0.032043
BOLIVIA,BOLIVIA,2019-11-10,poisson,5,1.0,seir,central,1.0,0.3,0.213463,0.301139,0.499148,-0.01482,0.068382,0.459022,0.084066
BOLIVIA,BOLIVIA,2019-11-10,poisson,5,1.0,seir,alt,1.0,0.3,0.213463,0.34385,0.523877,-0.01958,0.067994,0.588238,0.113739
BOLIVIA,BOLIVIA,2019-11-10,poisson,5,1.0,hostvector_tempmort,central,1.0,0.3,0.213463,0.351757,0.456424,0.013899,0.062494,0.214393,0.035035
BOLIVIA,BOLIVIA,2019-11-10,poisson,5,1.0,hostvector_tempmort,alt,1.0,0.3,0.213463,0.2877,0.540125,0.024434,0.069391,0.172869,0.033288
BOLIVIA,BOLIVIA,2019-11-10,poisson,5,0.75,hostvector,central,1.0,0.3,0.213463,0.197655,0.560028,0.018744,0.075511,0.201573,0.040693
BOLIVIA,BOLIVIA,2019-11-10,poisson,5,0.75,hostvector,alt,1.0,0.3,0.213463,0.130944,0.662978,0.031524,0.084203,0.162072,0.038602
BOLIVIA,BOLIVIA,2019-11-10,poisson,5,0.75,seir,central,1.0,0.3,0.213463,0.305339,0.617735,-0.016638,0.082629,0.461343,0.104812
BOLIVIA,BOLIVIA,2019-11-10,poisson,5,0.75,seir,alt,1.0,0.3,0.213463,0.351528,0.648838,-0.021355,0.082251,0.591754,0.142115
BOLIVIA,BOLIVIA,2019-11-10,poisson,5,0.75,hostvector_tempmort,central,1.0,0.3,0.213463,0.323007,0.560061,0.014238,0.07583,0.212456,0.042879
BOLIVIA,BOLIVIA,2019-11-10,poisson,5,0.75,hostvector_tempmort,alt,1.0,0.3,0.213463,0.234495,0.66037,0.026849,0.084155,0.169548,0.040204
BOLIVIA,BOLIVIA,2019-11-10,poisson,7,1.0,hostvector,central,1.0,0.3,0.213463,1.40286,0.571232,-0.109626,0.039029,0.324471,0.064294
BOLIVIA,BOLIVIA,2019-11-10,poisson,7,1.0,hostvector,alt,1.0,0.3,0.213463,1.735492,0.697052,-0.131481,0.044791,0.303225,0.072947
BOLIVIA,BOLIVIA,2019-11-10,poisson,7,1.0,seir,central,1.0,0.3,0.213463,1.658972,0.654874,-0.123217,0.043498,0.750688,0.168576
BOLIVIA,BOLIVIA,2019-11-10,poisson,7,1.0,seir,alt,1.0,0.3,0.213463,1.881723,0.729431,-0.12774,0.045742,1.010395,0.251493
BOLIVIA,BOLIVIA,2019-11-10,poisson,7,1.0,hostvector_tempmort,central,1.0,0.3,0.213463,1.528662,0.569634,-0.110668,0.038934,0.340836,0.067321
BOLIVIA,BOLIVIA,2019-11-10,poisson,7,1.0,hostvector_tempmort,alt,1.0,0.3,0.213463,1.82669,0.694708,-0.131289,0.044662,0.314546,0.075392
BOLIVIA,BOLIVIA,2019-11-10,poisson,7,0.75,hostvector,central,1.0,0.3,0.213463,1.388423,0.696313,-0.109108,0.047209,0.323085,0.078132
BOLIVIA,BOLIVIA,2019-11-10,poisson,7,0.75,hostvector,alt,1.0,0.3,0.213463,1.704097,0.84735,-0.130411,0.054076,0.300061,0.08786
BOLIVIA,BOLIVIA,2019-11-10,poisson,7,0.75,seir,central,1.0,0.3,0.213463,1.682398,0.798689,-0.123216,0.052476,0.757568,0.20762
BOLIVIA,BOLIVIA,2019-11-10,poisson,7,0.75,seir,alt,1.0,0.3,0.213463,1.902537,0.888046,-0.127501,0.055174,1.018488,0.308814
BOLIVIA,BOLIVIA,2019-11-10,poisson,7,0.75,hostvector_tempmort,central,1.0,0.3,0.213463,1.519134,0.694124,-0.110355,0.047104,0.33994,0.081912
BOLIVIA,BOLIVIA,2019-11-10,poisson,7,0.75,hostvector_tempmort,alt,1.0,0.3,0.213463,1.800388,0.84415,-0.130453,0.05392,0.311797,0.090915
BOLIVIA,PANDO,2018-12-02,nb,3,1.0,hostvector,central,1.0,0.3,0.174348,0.0,,0.249909,,0.119181,
BOLIVIA,PANDO,2018-12-02,nb,3,1.0,hostvector,alt,1.0,0.3,0.174348,0.00068,2.958665,0.345568,0.157064,0.089907,0.106597
BOLIVIA,PANDO,2018-12-02,nb,3,1.0,seir,central,1.0,0.3,0.174348,2.7e-05,2.561865,0.183186,0.09362,0.259078,0.269072
BOLIVIA,PANDO,2018-12-02,nb,3,1.0,seir,alt,1.0,0.3,0.174348,0.0,2.823215,0.187589,0.095894,0.324086,0.372068
BOLIVIA,PANDO,2018-12-02,nb,3,1.0,hostvector_tempmort,central,1.0,0.3,0.174348,0.0,,0.247349,,0.119525,
BOLIVIA,PANDO,2018-12-02,nb,3,1.0,hostvector_tempmort,alt,1.0,0.3,0.174348,8.3e-05,2.958121,0.341829,0.156046,0.090227,0.107004
BOLIVIA,PANDO,2018-12-02,nb,3,0.75,hostvector,central,1.0,0.3,0.174348,0.341717,2.85119,0.177377,0.143053,0.146456,0.173502
BOLIVIA,PANDO,2018-12-02,nb,3,0.75,hostvector,alt,1.0,0.3,0.174348,0.628542,3.437696,0.24454,0.185356,0.12786,0.180802
BOLIVIA,PANDO,2018-12-02,nb,3,0.75,seir,central,1.0,0.3,0.174348,0.478406,3.333661,0.094616,0.13331,0.340637,0.47765
BOLIVIA,PANDO,2018-12-02,nb,3,0.75,seir,alt,1.0,0.3,0.174348,0.441393,3.641225,0.093939,0.135418,0.420382,0.64337
BOLIVIA,PANDO,2018-12-02,nb,3,0.75,hostvector_tempmort,central,1.0,0.3,0.174348,0.314226,2.845317,0.172243,0.142368,0.14547,0.172042
BOLIVIA,PANDO,2018-12-02,nb,3,0.75,hostvector_tempmort,alt,1.0,0.3,0.174348,0.598664,3.432563,0.238506,0.184398,0.126943,0.179303
BOLIVIA,PANDO,2018-12-02,nb,5,1.0,hostvector,central,1.0,0.3,0.174348,0.0,2.374077,0.193408,0.107576,0.131604,0.128904
BOLIVIA,PANDO,2018-12-02,nb,5,1.0,hostvector,alt,1.0,0.3,0.174348,0.0,,0.252187,,0.103362,
BOLIVIA,PANDO,2018-12-02,nb,5,1.0,seir,central,1.0,0.3,0.174348,0.0,2.130517,0.155367,0.087124,0.278132,0.245228
BOLIVIA,PANDO,2018-12-02,nb,5,1.0,seir,alt,1.0,0.3,0.174348,0.0,2.525313,0.16168,0.093356,0.347787,0.361855
BOLIVIA,PANDO,2018-12-02,nb,5,1.0,hostvector_tempmort,central,1.0,0.3,0.174348,1.1e-05,2.381965,0.191413,0.107247,0.131872,0.129599
BOLIVIA,PANDO,2018-12-02,nb,5,1.0,hostvector_tempmort,alt,1.0,0.3,0.174348,0.0,,0.249645,,0.103609,
BOLIVIA,PANDO,2018-12-02,nb,5,0.75,hostvector,central,1.0,0.3,0.174348,2e-06,2.820945,0.068694,0.124193,0.141712,0.168466
BOLIVIA,PANDO,2018-12-02,nb,5,0.75,hostvector,alt,1.0,0.3,0.174348,0.0,3.359273,0.08952,0.15586,0.113932,0.160421
BOLIVIA,PANDO,2018-12-02,nb,5,0.75,seir,central,1.0,0.3,0.174348,0.440927,3.338878,0.013019,0.129444,0.361853,0.510595
BOLIVIA,PANDO,2018-12-02,nb,5,0.75,seir,alt,1.0,0.3,0.174348,0.432744,3.641278,0.015824,0.132456,0.450366,0.691913
BOLIVIA,PANDO,2018-12-02,nb,5,0.75,hostvector_tempmort,central,1.0,0.3,0.174348,0.0,2.830654,0.06495,0.126255,0.14214,0.168738
BOLIVIA,PANDO,2018-12-02,nb,5,0.75,hostvector_tempmort,alt,1.0,0.3,0.174348,0.0,3.363529,0.085789,0.154952,0.114272,0.161163
BOLIVIA,PANDO,2018-12-02,nb,7,1.0,hostvector,central,1.0,0.3,0.174348,0.0,2.352363,0.181616,0.101172,0.139754,0.139103
BOLIVIA,PANDO,2018-12-02,nb,7,1.0,hostvector,alt,1.0,0.3,0.174348,0.0,0.208695,0.223048,0.081339,0.111934,0.010132
BOLIVIA,PANDO,2018-12-02,nb,7,1.0,seir,central,1.0,0.3,0.174348,2e-06,2.548403,0.167056,0.092359,0.291447,0.312308
BOLIVIA,PANDO,2018-12-02,nb,7,1.0,seir,alt,1.0,0.3,0.174348,0.0,2.766064,0.176187,0.096851,0.364923,0.424378
BOLIVIA,PANDO,2018-12-02,nb,7,1.0,hostvector_tempmort,central,1.0,0.3,0.174348,1e-06,2.371472,0.180046,0.100594,0.139949,0.140489
BOLIVIA,PANDO,2018-12-02,nb,7,1.0,hostvector_tempmort,alt,1.0,0.3,0.174348,0.0,0.000133,0.22126,0.07841,0.112105,0.005868
BOLIVIA,PANDO,2018-12-02,nb,7,0.75,hostvector,central,1.0,0.3,0.174348,3e-06,2.870618,0.085992,0.11192,0.143853,0.175818
BOLIVIA,PANDO,2018-12-02,nb,7,0.75,hostvector,alt,1.0,0.3,0.174348,1.4e-05,3.451927,0.103668,0.137052,0.116315,0.171021
BOLIVIA,PANDO,2018-12-02,nb,7,0.75,seir,central,1.0,0.3,0.174348,0.45898,3.347856,0.057691,0.125645,0.36218,0.511878
BOLIVIA,PANDO,2018-12-02,nb,7,0.75,seir,alt,1.0,0.3,0.174348,0.478546,3.658248,0.066719,0.129932,0.456309,0.704011
BOLIVIA,PANDO,2018-12-02,nb,7,0.75,hostvector_tempmort,central,1.0,0.3,0.174348,3e-06,2.863726,0.082986,0.111527,0.144096,0.175673
BOLIVIA,PANDO,2018-12-02,nb,7,0.75,hostvector_tempmort,alt,1.0,0.3,0.174348,8e-06,3.447149,0.10089,0.136455,0.116506,0.17106
BOLIVIA,PANDO,2018-12-02,poisson,3,1.0,hostvector,central,1.0,0.3,0.174348,1.922246,2.313005,0.233165,0.121347,0.282632,0.269026
BOLIVIA,PANDO,2018-12-02,poisson,3,1.0,hostvector,alt,1.0,0.3,0.174348,2.522841,2.859644,0.319167,0.157813,0.279547,0.326642
BOLIVIA,PANDO,2018-12-02,poisson,3,1.0,seir,central,1.0,0.3,0.174348,1.897158,2.551981,0.170179,0.111206,0.599666,0.634156
BOLIVIA,PANDO,2018-12-02,poisson,3,1.0,seir,alt,1.0,0.3,0.174348,1.919998,2.822291,0.174044,0.115049,0.756667,0.885822
BOLIVIA,PANDO,2018-12-02,poisson,3,1.0,hostvector_tempmort,central,1.0,0.3,0.174348,1.89468,2.308145,0.228945,0.120739,0.280466,0.266452
