window,model,replicate,R0,pop_at_risk_M,beta_0,a_temp,a_rain,pop_frac,i0_frac
national_2013,climate,148,1.575957696663112,1.3276114755786719,0.1575957696663112,0.24073567501841003,-0.12448962067667933,0.007061763167971659,0.002515758925583482
national_2013,climate,149,1.6452998556432465,0.7198355790244991,0.16452998556432466,0.19165542753295992,-0.14456486699691065,0.0038289126543856336,0.00027409034331128245
national_2013,climate,150,1.5450771326877202,0.9019458828804359,0.15450771326877202,0.2139312449701133,-0.14383476713580365,0.004797584483406574,0.002696034486501348
national_2013,climate,151,1.580716506921938,0.8645329861267816,0.1580716506921938,0.22406889974698693,-0.09042885030223896,0.004598579713440328,0.0013260752860262922
national_2013,climate,152,1.5968683332779101,0.506122310044344,0.15968683332779102,0.1398161776172522,-0.1199355677687824,0.002692139947044383,0.00012424876537137162
national_2013,climate,153,1.6359335023978228,0.6176620849807266,0.16359335023978228,0.18211793182215222,-0.13338577990257033,0.0032854366222379076,0.0002071848847303293
national_2013,climate,154,1.6340380402848973,0.8351085038057304,0.16340380402848972,0.26393047139042153,-0.11854252853289439,0.004442066509604949,0.0013154181731099498
national_2013,climate,155,1.630549550474563,1.09525105338593,0.16305495504745632,0.23431933069181238,-0.14493828216729618,0.005825803475457075,0.0008809616707074379
national_2013,climate,156,1.6473868255697388,0.9287069401321872,0.16473868255697388,0.251036441195616,-0.18018598136089603,0.004939930532618017,0.0009883770616537961
national_2013,climate,157,1.6639698358541666,0.8513349030799852,0.16639698358541666,0.2748264263053596,-0.2214474864621671,0.004528377144042474,0.0015406408565220326
national_2013,climate,158,1.5623408710740592,1.2404226418170188,0.1562340871074059,0.2557537004733171,-0.09453420002250841,0.006597992775622441,0.0034935554252488875
national_2013,climate,159,1.6387966316796558,1.5594907750286084,0.1638796631679656,0.33235521496294607,-0.11910173428596782,0.008295163696960683,0.0044325410655682235
national_2013,climate,160,1.652746591323857,0.9539692951731817,0.1652746591323857,0.23735256565015211,-0.14973506005554718,0.005074304761559477,0.0006837298720305545
national_2013,climate,161,1.7061220863027051,0.7500271036863119,0.17061220863027052,0.22599089707657452,-0.18415062879475103,0.003989505870671871,0.0002581816376005259
national_2013,climate,162,1.5673413449892566,0.6490548144614748,0.15673413449892565,0.21182696258067435,-0.1387362996369068,0.0034524192258589092,0.0013345502851929575
national_2013,climate,163,1.6524026753073395,1.1073717389262068,0.16524026753073395,0.2072440316885808,-0.12611477053970907,0.005890275207054292,0.00044329450507554465
national_2013,climate,164,1.6300478215962864,0.7858610274769131,0.16300478215962863,0.25031420525668147,-0.17003241326319174,0.004180111848281452,0.0013096243198661064
national_2013,climate,165,1.573534994899257,1.044588356445508,0.1573534994899257,0.22424989429643408,-0.12071027207389397,0.005556321044922915,0.001394542156405611
national_2013,climate,166,1.6111683950893503,0.5490406686109528,0.16111683950893502,0.16440338721182352,-0.11765085087243778,0.002920429088356132,0.00016294342966309436
national_2013,climate,167,1.6346193807234575,0.3661463529103461,0.16346193807234574,0.09947435177790516,-0.13647329788816323,0.0019475869835656704,1.8364062848787497e-05
national_2013,climate,168,1.6741596712217333,0.7955146577102499,0.16741596712217333,0.18356708406767017,-0.16589737433319282,0.004231460945267287,0.00014439176888991472
national_2013,climate,169,1.6682452125645786,0.871084300336654,0.16682452125645786,0.18197442959175475,-0.16689604197387453,0.004633427129450287,0.00013946228778491995
national_2013,climate,170,1.6780032910563982,1.7829303569794113,0.16780032910563983,0.3484931135606286,-0.15697915485213948,0.009483672111592614,0.002494753873208248
national_2013,climate,171,1.5506029158348822,0.5547059849669962,0.15506029158348822,0.1314598907758951,-0.09470123148295168,0.002950563749824448,0.00014982571518457703
national_2013,climate,172,1.5435231881941514,1.2722277238074389,0.15435231881941514,0.24100404639147188,-0.08243585316255332,0.00676716874365659,0.003505235887300891
national_2013,climate,173,1.6139088410408855,0.6896843223193219,0.16139088410408856,0.16245785676441615,-0.1489104845691364,0.003668533629358095,0.00021719286756871642
national_2013,climate,174,1.6743078547137586,0.525445048735135,0.16743078547137585,0.14240226146352153,-0.16704181414465577,0.002794920471995399,3.64765893154345e-05
national_2013,climate,175,1.4558859778630027,0.5124027166685868,0.14558859778630026,0.1587597696896088,-0.07767652825227654,0.002725546365258441,0.0020719200627148963
national_2013,climate,176,1.6204323618563123,1.269068883395341,0.16204323618563124,0.3155286846450134,-0.17491235961056553,0.006750366401039047,0.004198368863314729
national_2013,climate,177,1.5816056421415394,0.7617891377492763,0.15816056421415395,0.25854931847351836,-0.1651922527023442,0.004052069881645086,0.002616018417917672
national_2013,climate,178,1.605608973878117,1.0509435411566577,0.1605608973878117,0.22807524453467257,-0.1001071598455288,0.005590125218918392,0.0009503372219789337
national_2013,climate,179,1.5848689296989547,0.8675828980630409,0.15848689296989546,0.21528090834922614,-0.141202325911069,0.0046148026492714945,0.0017834406266278718
national_2013,climate,180,1.624175547382216,0.9099506258351945,0.1624175547382216,0.28791762631224105,-0.1351233689453135,0.004840162903378694,0.002222567302921964
