country,unit,window_start,observation,rain_lag,train_frac,structure,params,true_a_temp,true_a_rain,a_temp_hat,a_temp_se,a_rain_hat,a_rain_se
ARGENTINA,ARGENTINA,2013-12-29,poisson,7,1.0,seir,alt,1.0,0.3,0.636568,0.594605,-0.020786,0.076524
ARGENTINA,ARGENTINA,2013-12-29,poisson,7,1.0,hostvector_tempmort,central,1.0,0.3,0.369848,,-0.018971,
ARGENTINA,ARGENTINA,2013-12-29,poisson,7,1.0,hostvector_tempmort,alt,1.0,0.3,0.479446,0.508599,-0.024073,0.082191
ARGENTINA,ARGENTINA,2013-12-29,poisson,7,0.75,hostvector,central,1.0,0.3,0.548428,0.519861,-0.020576,0.083961
ARGENTINA,ARGENTINA,2013-12-29,poisson,7,0.75,hostvector,alt,1.0,0.3,0.674182,0.658134,-0.021738,0.103877
ARGENTINA,ARGENTINA,2013-12-29,poisson,7,0.75,seir,central,1.0,0.3,0.651587,0.65223,-0.007423,0.086265
ARGENTINA,ARGENTINA,2013-12-29,poisson,7,0.75,seir,alt,1.0,0.3,0.636568,0.706318,-0.020784,0.090839
ARGENTINA,ARGENTINA,2013-12-29,poisson,7,0.75,hostvector_tempmort,central,1.0,0.3,0.369838,0.287532,-0.018973,0.075877
ARGENTINA,ARGENTINA,2013-12-29,poisson,7,0.75,hostvector_tempmort,alt,1.0,0.3,0.479463,0.603655,-0.024064,0.097594
BELIZE,BELIZE,2019-04-28,nb,3,1.0,hostvector,central,1.0,0.3,0.0,0.003883,0.110471,0.022392
BELIZE,BELIZE,2019-04-28,nb,3,1.0,hostvector,alt,1.0,0.3,0.0,0.011919,0.126923,0.024865
BELIZE,BELIZE,2019-04-28,nb,3,1.0,seir,central,1.0,0.3,0.0,0.59577,0.111741,0.02453
BELIZE,BELIZE,2019-04-28,nb,3,1.0,seir,alt,1.0,0.3,1e-06,0.847945,0.112718,0.032719
BELIZE,BELIZE,2019-04-28,nb,3,1.0,hostvector_tempmort,central,1.0,0.3,0.0,0.602382,0.099231,0.029546
BELIZE,BELIZE,2019-04-28,nb,3,1.0,hostvector_tempmort,alt,1.0,0.3,0.0,0.732269,0.115941,0.040395
BELIZE,BELIZE,2019-04-28,nb,3,0.75,hostvector,central,1.0,0.3,1.923809,1.274835,0.255666,0.058494
BELIZE,BELIZE,2019-04-28,nb,3,0.75,hostvector,alt,1.0,0.3,2.389544,1.575018,0.298132,0.070311
BELIZE,BELIZE,2019-04-28,nb,3,0.75,seir,central,1.0,0.3,1.248855,1.133744,0.243322,0.058676
BELIZE,BELIZE,2019-04-28,nb,3,0.75,seir,alt,1.0,0.3,1.281683,1.121356,0.248445,0.059013
BELIZE,BELIZE,2019-04-28,nb,3,0.75,hostvector_tempmort,central,1.0,0.3,2.203852,1.194304,0.248127,0.055821
BELIZE,BELIZE,2019-04-28,nb,3,0.75,hostvector_tempmort,alt,1.0,0.3,2.62413,1.458435,0.289932,0.066298
BELIZE,BELIZE,2019-04-28,nb,5,1.0,hostvector,central,1.0,0.3,0.0,0.001169,0.096087,0.026904
BELIZE,BELIZE,2019-04-28,nb,5,1.0,hostvector,alt,1.0,0.3,0.0,0.011598,0.110266,0.030699
BELIZE,BELIZE,2019-04-28,nb,5,1.0,seir,central,1.0,0.3,0.0,0.84117,0.096552,0.045726
BELIZE,BELIZE,2019-04-28,nb,5,1.0,seir,alt,1.0,0.3,0.0,1.089323,0.097799,0.050754
BELIZE,BELIZE,2019-04-28,nb,5,1.0,hostvector_tempmort,central,1.0,0.3,0.0,0.004553,0.08418,0.025181
BELIZE,BELIZE,2019-04-28,nb,5,1.0,hostvector_tempmort,alt,1.0,0.3,0.0,1.007366,0.098777,0.063353
BELIZE,BELIZE,2019-04-28,nb,5,0.75,hostvector,central,1.0,0.3,0.0,1.146556,0.082724,0.068026
BELIZE,BELIZE,2019-04-28,nb,5,0.75,hostvector,alt,1.0,0.3,0.0,1.341527,0.09328,0.078631
BELIZE,BELIZE,2019-04-28,nb,5,0.75,seir,central,1.0,0.3,0.0,1.127805,0.084392,0.069242
BELIZE,BELIZE,2019-04-28,nb,5,0.75,seir,alt,1.0,0.3,0.0,1.131719,0.084244,0.069842
BELIZE,BELIZE,2019-04-28,nb,5,0.75,hostvector_tempmort,central,1.0,0.3,2e-06,1.069054,0.066153,0.064252
BELIZE,BELIZE,2019-04-28,nb,5,0.75,hostvector_tempmort,alt,1.0,0.3,0.0,0.00293,0.077558,0.062949
BELIZE,BELIZE,2019-04-28,nb,7,1.0,hostvector,central,1.0,0.3,0.0,0.884647,0.077618,0.060119
BELIZE,BELIZE,2019-04-28,nb,7,1.0,hostvector,alt,1.0,0.3,0.0,0.064017,0.090622,0.043135
BELIZE,BELIZE,2019-04-28,nb,7,1.0,seir,central,1.0,0.3,0.0,0.911673,0.067687,0.053462
BELIZE,BELIZE,2019-04-28,nb,7,1.0,seir,alt,1.0,0.3,0.0,0.981333,0.066532,0.059476
BELIZE,BELIZE,2019-04-28,nb,7,1.0,hostvector_tempmort,central,1.0,0.3,0.0,0.313162,0.069537,0.035524
BELIZE,BELIZE,2019-04-28,nb,7,1.0,hostvector_tempmort,alt,1.0,0.3,0.0,0.001844,0.082369,0.037512
BELIZE,BELIZE,2019-04-28,nb,7,0.75,hostvector,central,1.0,0.3,0.0,0.396399,0.073893,0.07381
BELIZE,BELIZE,2019-04-28,nb,7,0.75,hostvector,alt,1.0,0.3,0.0,1.05292,0.08519,0.082625
BELIZE,BELIZE,2019-04-28,nb,7,0.75,seir,central,1.0,0.3,0.0,,0.060672,
BELIZE,BELIZE,2019-04-28,nb,7,0.75,seir,alt,1.0,0.3,0.0,1.150522,0.057225,0.079996
BELIZE,BELIZE,2019-04-28,nb,7,0.75,hostvector_tempmort,central,1.0,0.3,0.0,0.973361,0.058667,0.067712
BELIZE,BELIZE,2019-04-28,nb,7,0.75,hostvector_tempmort,alt,1.0,0.3,0.0,1.120703,0.070154,0.078829
BELIZE,BELIZE,2019-04-28,poisson,3,1.0,hostvector,central,1.0,0.3,0.0,0.729735,0.077376,0.034693
BELIZE,BELIZE,2019-04-28,poisson,3,1.0,hostvector,alt,1.0,0.3,0.0,0.803621,0.089585,0.040273
BELIZE,BELIZE,2019-04-28,poisson,3,1.0,seir,central,1.0,0.3,0.0,0.87106,0.075352,0.036067
BELIZE,BELIZE,2019-04-28,poisson,3,1.0,seir,alt,1.0,0.3,0.0,0.915164,0.074207,0.03692
BELIZE,BELIZE,2019-04-28,poisson,3,1.0,hostvector_tempmort,central,1.0,0.3,0.0,0.663572,0.066292,0.033704
BELIZE,BELIZE,2019-04-28,poisson,3,1.0,hostvector_tempmort,alt,1.0,0.3,0.0,0.738322,0.078714,0.039214
BELIZE,BELIZE,2019-04-28,poisson,3,0.75,hostvector,central,1.0,0.3,2.328344,2.070091,0.286298,0.089315
BELIZE,BELIZE,2019-04-28,poisson,3,0.75,hostvector,alt,1.0,0.3,2.958006,2.401696,0.337454,0.103515
BELIZE,BELIZE,2019-04-28,poisson,3,0.75,seir,central,1.0,0.3,2.955555,2.141775,0.334837,0.089636
BELIZE,BELIZE,2019-04-28,poisson,3,0.75,seir,alt,1.0,0.3,3.634182,2.170059,0.368741,0.089951
BELIZE,BELIZE,2019-04-28,poisson,3,0.75,hostvector_tempmort,central,1.0,0.3,2.45007,2.029804,0.27709,0.087243
BELIZE,BELIZE,2019-04-28,poisson,3,0.75,hostvector_tempmort,alt,1.0,0.3,3.062774,2.35159,0.328319,0.10099
BELIZE,BELIZE,2019-04-28,poisson,5,1.0,hostvector,central,1.0,0.3,0.0,1.048047,0.029739,0.050416
BELIZE,BELIZE,2019-04-28,poisson,5,1.0,hostvector,alt,1.0,0.3,0.0,1.164182,0.034349,0.060901
BELIZE,BELIZE,2019-04-28,poisson,5,1.0,seir,central,1.0,0.3,0.0,0.25389,0.027759,0.031292
BELIZE,BELIZE,2019-04-28,poisson,5,1.0,seir,alt,1.0,0.3,0.0,,0.027661,
BELIZE,BELIZE,2019-04-28,poisson,5,1.0,hostvector_tempmort,central,1.0,0.3,0.0,0.905783,0.018967,0.045608
BELIZE,BELIZE,2019-04-28,poisson,5,1.0,hostvector_tempmort,alt,1.0,0.3,0.0,1.029038,0.024063,0.059379
BELIZE,BELIZE,2019-04-28,poisson,5,0.75,hostvector,central,1.0,0.3,0.0,1.743383,0.025379,0.087564
BELIZE,BELIZE,2019-04-28,poisson,5,0.75,hostvector,alt,1.0,0.3,0.0,1.918958,0.028173,0.100181
BELIZE,BELIZE,2019-04-28,poisson,5,0.75,seir,central,1.0,0.3,0.0,1.937708,0.028844,0.096015
BELIZE,BELIZE,2019-04-28,poisson,5,0.75,seir,alt,1.0,0.3,0.0,1.901891,0.028275,0.094694
BELIZE,BELIZE,2019-04-28,poisson,5,0.75,hostvector_tempmort,central,1.0,0.3,0.0,1.62431,0.008871,0.08422
BELIZE,BELIZE,2019-04-28,poisson,5,0.75,hostvector_tempmort,alt,1.0,0.3,0.0,1.768517,0.01297,0.097938
BELIZE,BELIZE,2019-04-28,poisson,7,1.0,hostvector,central,1.0,0.3,0.0,1.023418,0.004312,0.061794
BELIZE,BELIZE,2019-04-28,poisson,7,1.0,hostvector,alt,1.0,0.3,0.0,1.211938,0.00465,0.072854
BELIZE,BELIZE,2019-04-28,poisson,7,1.0,seir,central,1.0,0.3,0.0,1.344688,0.00123,0.064727
BELIZE,BELIZE,2019-04-28,poisson,7,1.0,seir,alt,1.0,0.3,0.0,1.419113,0.001204,0.066958
BELIZE,BELIZE,2019-04-28,poisson,7,1.0,hostvector_tempmort,central,1.0,0.3,0.0,0.9851,-0.005294,0.058188
BELIZE,BELIZE,2019-04-28,poisson,7,1.0,hostvector_tempmort,alt,1.0,0.3,0.0,1.00056,-0.004565,0.063775
BELIZE,BELIZE,2019-04-28,poisson,7,0.75,hostvector,central,1.0,0.3,0.0,1.590049,-0.00877,0.082803
BELIZE,BELIZE,2019-04-28,poisson,7,0.75,hostvector,alt,1.0,0.3,0.0,1.802884,-0.011081,0.094807
BELIZE,BELIZE,2019-04-28,poisson,7,0.75,seir,central,1.0,0.3,0.0,,-0.008648,
BELIZE,BELIZE,2019-04-28,poisson,7,0.75,seir,alt,1.0,0.3,0.0,0.006633,-0.012186,0.135661
BELIZE,BELIZE,2019-04-28,poisson,7,0.75,hostvector_tempmort,central,1.0,0.3,0.0,1.450837,-0.034214,0.078486
BELIZE,BELIZE,2019-04-28,poisson,7,0.75,hostvector_tempmort,alt,1.0,0.3,0.0,1.597816,-0.034834,0.089775
BOLIVIA,COCHABAMBA,2018-09-16,nb,3,1.0,hostvector,central,1.0,0.3,0.37264,0.21717,-0.542736,0.190925
BOLIVIA,COCHABAMBA,2018-09-16,nb,3,1.0,hostvector,alt,1.0,0.3,0.578697,0.299336,-0.568272,0.240991
BOLIVIA,COCHABAMBA,2018-09-16,nb,3,1.0,seir,central,1.0,0.3,0.179153,0.191495,-0.588023,0.199005
BOLIVIA,COCHABAMBA,2018-09-16,nb,3,1.0,seir,alt,1.0,0.3,0.168295,0.175798,-0.731107,0.231987
BOLIVIA,COCHABAMBA,2018-09-16,nb,3,1.0,hostvector_tempmort,central,1.0,0.3,0.031275,0.099973,-0.401748,0.12315
BOLIVIA,COCHABAMBA,2018-09-16,nb,3,1.0,hostvector_tempmort,alt,1.0,0.3,0.032769,0.087714,-0.533511,0.156358
BOLIVIA,COCHABAMBA,2018-09-16,nb,3,0.75,hostvector,central,1.0,0.3,0.372452,0.254825,-0.542822,0.223927
BOLIVIA,COCHABAMBA,2018-09-16,nb,3,0.75,hostvector,alt,1.0,0.3,0.578459,0.351086,-0.56839,0.28262
BOLIVIA,COCHABAMBA,2018-09-16,nb,3,0.75,seir,central,1.0,0.3,0.17785,0.226994,-0.588481,0.233727
BOLIVIA,COCHABAMBA,2018-09-16,nb,3,0.75,seir,alt,1.0,0.3,0.164832,0.212855,-0.732921,0.273398
BOLIVIA,COCHABAMBA,2018-09-16,nb,3,0.75,hostvector_tempmort,central,1.0,0.3,0.028223,0.126025,-0.40312,0.14587
BOLIVIA,COCHABAMBA,2018-09-16,nb,3,0.75,hostvector_tempmort,alt,1.0,0.3,0.024827,0.122278,-0.538051,0.187608
BOLIVIA,COCHABAMBA,2018-09-16,nb,5,1.0,hostvector,central,1.0,0.3,0.059907,0.054721,-0.846357,0.191292
BOLIVIA,COCHABAMBA,2018-09-16,nb,5,1.0,hostvector,alt,1.0,0.3,0.095889,0.096072,-1.04072,0.269461
BOLIVIA,COCHABAMBA,2018-09-16,nb,5,1.0,seir,central,1.0,0.3,0.02983,0.048796,-0.754869,0.20647
BOLIVIA,COCHABAMBA,2018-09-16,nb,5,1.0,seir,alt,1.0,0.3,0.025445,0.052489,-0.762246,0.238631
BOLIVIA,COCHABAMBA,2018-09-16,nb,5,1.0,hostvector_tempmort,central,1.0,0.3,0.0,0.104102,-0.497949,0.155386
BOLIVIA,COCHABAMBA,2018-09-16,nb,5,1.0,hostvector_tempmort,alt,1.0,0.3,0.0,0.145408,-0.595125,0.20916
BOLIVIA,COCHABAMBA,2018-09-16,nb,5,0.75,hostvector,central,1.0,0.3,3e-05,0.102233,-0.889265,0.23514
BOLIVIA,COCHABAMBA,2018-09-16,nb,5,0.75,hostvector,alt,1.0,0.3,0.037127,0.154775,-1.077709,0.32715
BOLIVIA,COCHABAMBA,2018-09-16,nb,5,0.75,seir,central,1.0,0.3,0.0,,-0.797522,
BOLIVIA,COCHABAMBA,2018-09-16,nb,5,0.75,seir,alt,1.0,0.3,0.0,0.160537,-0.802523,0.299619
BOLIVIA,COCHABAMBA,2018-09-16,nb,5,0.75,hostvector_tempmort,central,1.0,0.3,0.0,0.178752,-0.498248,0.195618
BOLIVIA,COCHABAMBA,2018-09-16,nb,5,0.75,hostvector_tempmort,alt,1.0,0.3,1e-06,0.248026,-0.595554,0.26697
BOLIVIA,COCHABAMBA,2018-09-16,nb,7,1.0,hostvector,central,1.0,0.3,0.0,,0.689711,
BOLIVIA,COCHABAMBA,2018-09-16,nb,7,1.0,hostvector,alt,1.0,0.3,0.0,0.287171,0.69006,0.306153
BOLIVIA,COCHABAMBA,2018-09-16,nb,7,1.0,seir,central,1.0,0.3,0.017545,0.311019,-0.200332,0.253297
BOLIVIA,COCHABAMBA,2018-09-16,nb,7,1.0,seir,alt,1.0,0.3,0.069256,0.384629,-0.147208,0.276287
BOLIVIA,COCHABAMBA,2018-09-16,nb,7,1.0,hostvector_tempmort,central,1.0,0.3,1e-06,0.239206,-0.128713,0.179709
BOLIVIA,COCHABAMBA,2018-09-16,nb,7,1.0,hostvector_tempmort,alt,1.0,0.3,0.0,0.235158,-0.116675,0.197525
BOLIVIA,COCHABAMBA,2018-09-16,nb,7,0.75,hostvector,central,1.0,0.3,0.0,,0.689713,
BOLIVIA,COCHABAMBA,2018-09-16,nb,7,0.75,hostvector,alt,1.0,0.3,0.0,0.009461,0.690037,0.117852
BOLIVIA,COCHABAMBA,2018-09-16,nb,7,0.75,seir,central,1.0,0.3,0.016145,0.37471,-0.200895,0.300781
BOLIVIA,COCHABAMBA,2018-09-16,nb,7,0.75,seir,alt,1.0,0.3,0.068831,0.45258,-0.147333,0.324555
BOLIVIA,COCHABAMBA,2018-09-16,nb,7,0.75,hostvector_tempmort,central,1.0,0.3,0.0,0.225347,-0.128689,0.189718
BOLIVIA,COCHABAMBA,2018-09-16,nb,7,0.75,hostvector_tempmort,alt,1.0,0.3,1e-06,0.352294,-0.116654,0.253481
BOLIVIA,COCHABAMBA,2018-09-16,poisson,3,1.0,hostvector,central,1.0,0.3,0.054789,0.056036,-0.578843,0.247379
BOLIVIA,COCHABAMBA,2018-09-16,poisson,3,1.0,hostvector,alt,1.0,0.3,0.075406,0.080554,-0.682918,0.31589
BOLIVIA,COCHABAMBA,2018-09-16,poisson,3,1.0,seir,central,1.0,0.3,0.05242,0.057088,-0.647375,0.268189
BOLIVIA,COCHABAMBA,2018-09-16,poisson,3,1.0,seir,alt,1.0,0.3,0.05151,0.05764,-0.686215,0.299612
BOLIVIA,COCHABAMBA,2018-09-16,poisson,3,1.0,hostvector_tempmort,central,1.0,0.3,0.0,0.078757,-0.378323,0.187535
BOLIVIA,COCHABAMBA,2018-09-16,poisson,3,1.0,hostvector_tempmort,alt,1.0,0.3,0.0,0.091353,-0.468597,0.236566
BOLIVIA,COCHABAMBA,2018-09-16,poisson,3,0.75,hostvector,central,1.0,0.3,0.014567,0.08452,-0.610861,0.294236
BOLIVIA,COCHABAMBA,2018-09-16,poisson,3,0.75,hostvector,alt,1.0,0.3,0.03625,0.119602,-0.708289,0.37248
BOLIVIA,COCHABAMBA,2018-09-16,poisson,3,0.75,seir,central,1.0,0.3,0.0,0.085353,-0.692539,0.318269
BOLIVIA,COCHABAMBA,2018-09-16,poisson,3,0.75,seir,alt,1.0,0.3,0.0,0.09115,-0.725686,0.353492
BOLIVIA,COCHABAMBA,2018-09-16,poisson,3,0.75,hostvector_tempmort,central,1.0,0.3,0.0,0.060863,-0.378206,0.220104
BOLIVIA,COCHABAMBA,2018-09-16,poisson,3,0.75,hostvector_tempmort,alt,1.0,0.3,0.0,0.155571,-0.468468,0.280624
BOLIVIA,COCHABAMBA,2018-09-16,poisson,5,1.0,hostvector,central,1.0,0.3,0.024354,0.037922,-0.731507,0.319581
BOLIVIA,COCHABAMBA,2018-09-16,poisson,5,1.0,hostvector,alt,1.0,0.3,0.039374,0.048882,-0.867682,0.38868
BOLIVIA,COCHABAMBA,2018-09-16,poisson,5,1.0,seir,central,1.0,0.3,0.014368,0.046165,-0.758671,0.366522
BOLIVIA,COCHABAMBA,2018-09-16,poisson,5,1.0,seir,alt,1.0,0.3,0.013695,0.048154,-0.766609,0.391225
BOLIVIA,COCHABAMBA,2018-09-16,poisson,5,1.0,hostvector_tempmort,central,1.0,0.3,0.0,0.025879,-0.440439,0.293014
BOLIVIA,COCHABAMBA,2018-09-16,poisson,5,1.0,hostvector_tempmort,alt,1.0,0.3,0.0,0.137335,-0.51669,0.353089
BOLIVIA,COCHABAMBA,2018-09-16,poisson,5,0.75,hostvector,central,1.0,0.3,0.0,0.07714,-0.745177,0.381071
BOLIVIA,COCHABAMBA,2018-09-16,poisson,5,0.75,hostvector,alt,1.0,0.3,0.0,0.053112,-0.891989,0.471062
BOLIVIA,COCHABAMBA,2018-09-16,poisson,5,0.75,seir,central,1.0,0.3,0.0,0.175739,-0.763872,0.426222
BOLIVIA,COCHABAMBA,2018-09-16,poisson,5,0.75,seir,alt,1.0,0.3,0.0,0.143483,-0.771401,0.462638
BOLIVIA,COCHABAMBA,2018-09-16,poisson,5,0.75,hostvector_tempmort,central,1.0,0.3,0.0,0.119651,-0.440429,0.341801
BOLIVIA,COCHABAMBA,2018-09-16,poisson,5,0.75,hostvector_tempmort,alt,1.0,0.3,0.0,0.169882,-0.516676,0.41279
BOLIVIA,COCHABAMBA,2018-09-16,poisson,7,1.0,hostvector,central,1.0,0.3,0.0,0.014458,0.054827,0.288755
BOLIVIA,COCHABAMBA,2018-09-16,poisson,7,1.0,hostvector,alt,1.0,0.3,0.0,0.30804,0.142853,0.304654
BOLIVIA,COCHABAMBA,2018-09-16,poisson,7,1.0,seir,central,1.0,0.3,0.0,0.24581,0.153281,0.274896
BOLIVIA,COCHABAMBA,2018-09-16,poisson,7,1.0,seir,alt,1.0,0.3,0.0,,0.188191,
BOLIVIA,COCHABAMBA,2018-09-16,poisson,7,1.0,hostvector_tempmort,central,1.0,0.3,2e-06,0.239817,0.114367,0.207766
BOLIVIA,COCHABAMBA,2018-09-16,poisson,7,1.0,hostvector_tempmort,alt,1.0,0.3,1e-06,0.292973,0.143302,0.241331
BOLIVIA,COCHABAMBA,2018-09-16,poisson,7,0.75,hostvector,central,1.0,0.3,0.0,0.002599,0.054278,0.341458
BOLIVIA,COCHABAMBA,2018-09-16,poisson,7,0.75,hostvector,alt,1.0,0.3,0.0,0.236274,0.140405,0.351389
BOLIVIA,COCHABAMBA,2018-09-16,poisson,7,0.75,seir,central,1.0,0.3,0.0,0.334879,0.153256,0.326138
BOLIVIA,COCHABAMBA,2018-09-16,poisson,7,0.75,seir,alt,1.0,0.3,0.0,0.204664,0.188197,0.29648
BOLIVIA,COCHABAMBA,2018-09-16,poisson,7,0.75,hostvector_tempmort,central,1.0,0.3,1e-06,0.281072,0.114464,0.242747
BOLIVIA,COCHABAMBA,2018-09-16,poisson,7,0.75,hostvector_tempmort,alt,1.0,0.3,1e-06,0.343534,0.143248,0.281981
BRAZIL,BRAZIL,2014-11-30,nb,3,1.0,hostvector,central,1.0,0.3,0.991676,2.046884,0.364031,0.576204
BRAZIL,BRAZIL,2014-11-30,nb,3,1.0,hostvector,alt,1.0,0.3,1.524999,2.82035,0.480423,0.753409
BRAZIL,BRAZIL,2014-11-30,nb,3,1.0,seir,central,1.0,0.3,0.394828,1.637927,0.384685,0.545472
BRAZIL,BRAZIL,2014-11-30,nb,3,1.0,seir,alt,1.0,0.3,0.444252,,0.394549,
BRAZIL,BRAZIL,2014-11-30,nb,3,1.0,hostvector_tempmort,central,1.0,0.3,0.587724,1.751832,0.296773,0.492631
BRAZIL,BRAZIL,2014-11-30,nb,3,1.0,hostvector_tempmort,alt,1.0,0.3,1.053125,2.328452,0.377865,0.604945
BRAZIL,BRAZIL,2014-11-30,nb,3,0.75,hostvector,central,1.0,0.3,9.4e-05,2.765023,0.246885,0.435284
BRAZIL,BRAZIL,2014-11-30,nb,3,0.75,hostvector,alt,1.0,0.3,4e-06,3.126199,0.285653,0.526068
BRAZIL,BRAZIL,2014-11-30,nb,3,0.75,seir,central,1.0,0.3,0.0,,0.198348,
BRAZIL,BRAZIL,2014-11-30,nb,3,0.75,seir,alt,1.0,0.3,0.0,0.00021,0.207206,0.476144
BRAZIL,BRAZIL,2014-11-30,nb,3,0.75,hostvector_tempmort,central,1.0,0.3,0.0,,0.19647,
BRAZIL,BRAZIL,2014-11-30,nb,3,0.75,hostvector_tempmort,alt,1.0,0.3,0.0,0.01566,0.245163,0.47426
BRAZIL,BRAZIL,2014-11-30,nb,5,1.0,hostvector,central,1.0,0.3,1.113391,,0.504045,
BRAZIL,BRAZIL,2014-11-30,nb,5,1.0,hostvector,alt,1.0,0.3,1.692169,2.042579,0.645315,0.542233
BRAZIL,BRAZIL,2014-11-30,nb,5,1.0,seir,central,1.0,0.3,0.482393,,0.469934,
BRAZIL,BRAZIL,2014-11-30,nb,5,1.0,seir,alt,1.0,0.3,0.546673,,0.482114,
BRAZIL,BRAZIL,2014-11-30,nb,5,1.0,hostvector_tempmort,central,1.0,0.3,0.646664,,0.40399,
BRAZIL,BRAZIL,2014-11-30,nb,5,1.0,hostvector_tempmort,alt,1.0,0.3,1.150044,1.616075,0.52494,0.482614
BRAZIL,BRAZIL,2014-11-30,nb,5,0.75,hostvector,central,1.0,0.3,0.630981,,0.367433,
BRAZIL,BRAZIL,2014-11-30,nb,5,0.75,hostvector,alt,1.0,0.3,0.868026,2.683266,0.446072,0.506488
BRAZIL,BRAZIL,2014-11-30,nb,5,0.75,seir,central,1.0,0.3,0.044166,,0.32177,
BRAZIL,BRAZIL,2014-11-30,nb,5,0.75,seir,alt,1.0,0.3,0.061599,,0.332596,
BRAZIL,BRAZIL,2014-11-30,nb,5,0.75,hostvector_tempmort,central,1.0,0.3,0.259926,,0.30156,
BRAZIL,BRAZIL,2014-11-30,nb,5,0.75,hostvector_tempmort,alt,1.0,0.3,0.000554,,0.362068,
BRAZIL,BRAZIL,2014-11-30,nb,7,1.0,hostvector,central,1.0,0.3,1.271953,1.391162,0.444451,0.316972
BRAZIL,BRAZIL,2014-11-30,nb,7,1.0,hostvector,alt,1.0,0.3,1.950583,,0.576877,
BRAZIL,BRAZIL,2014-11-30,nb,7,1.0,seir,central,1.0,0.3,0.541782,,0.416205,
BRAZIL,BRAZIL,2014-11-30,nb,7,1.0,seir,alt,1.0,0.3,0.603248,1.529497,0.43163,0.248262
BRAZIL,BRAZIL,2014-11-30,nb,7,1.0,hostvector_tempmort,central,1.0,0.3,0.663795,1.208692,0.361149,0.247109
BRAZIL,BRAZIL,2014-11-30,nb,7,1.0,hostvector_tempmort,alt,1.0,0.3,1.275291,1.80981,0.46702,0.33251
BRAZIL,BRAZIL,2014-11-30,nb,7,0.75,hostvector,central,1.0,0.3,0.000138,2.112477,0.309756,0.298555
BRAZIL,BRAZIL,2014-11-30,nb,7,0.75,hostvector,alt,1.0,0.3,2.3e-05,,0.348318,
BRAZIL,BRAZIL,2014-11-30,nb,7,0.75,seir,central,1.0,0.3,0.0,0.274845,0.316538,0.25452
BRAZIL,BRAZIL,2014-11-30,nb,7,0.75,seir,alt,1.0,0.3,0.001423,2.023518,0.334187,0.246628
BRAZIL,BRAZIL,2014-11-30,nb,7,0.75,hostvector_tempmort,central,1.0,0.3,0.00025,1.762227,0.28044,0.255548
BRAZIL,BRAZIL,2014-11-30,nb,7,0.75,hostvector_tempmort,alt,1.0,0.3,8e-05,2.583629,0.326373,0.340562
BRAZIL,BRAZIL,2014-11-30,poisson,3,1.0,hostvector,central,1.0,0.3,0.0,0.108197,-0.214659,0.422137
BRAZIL,BRAZIL,2014-11-30,poisson,3,1.0,hostvector,alt,1.0,0.3,0.0,0.126929,-0.736514,0.713917
BRAZIL,BRAZIL,2014-11-30,poisson,3,1.0,seir,central,1.0,0.3,0.0,2.490056,-0.203624,0.569571
BRAZIL,BRAZIL,2014-11-30,poisson,3,1.0,seir,alt,1.0,0.3,0.0,,-0.190592,
BRAZIL,BRAZIL,2014-11-30,poisson,3,1.0,hostvector_tempmort,central,1.0,0.3,0.0,,-0.198358,
BRAZIL,BRAZIL,2014-11-30,poisson,3,1.0,hostvector_tempmort,alt,1.0,0.3,0.0,,-0.262969,
BRAZIL,BRAZIL,2014-11-30,poisson,3,0.75,hostvector,central,1.0,0.3,0.0,,-0.365141,
BRAZIL,BRAZIL,2014-11-30,poisson,3,0.75,hostvector,alt,1.0,0.3,0.0,,-0.453016,
BRAZIL,BRAZIL,2014-11-30,poisson,3,0.75,seir,central,1.0,0.3,0.0,3.622111,-0.391101,0.728536
BRAZIL,BRAZIL,2014-11-30,poisson,3,0.75,seir,alt,1.0,0.3,0.0,2.609573,-0.371869,0.731268
BRAZIL,BRAZIL,2014-11-30,poisson,3,0.75,hostvector_tempmort,central,1.0,0.3,0.0,0.262726,-0.320621,0.545017
BRAZIL,BRAZIL,2014-11-30,poisson,3,0.75,hostvector_tempmort,alt,1.0,0.3,0.0,0.115149,-0.374728,0.653753
BRAZIL,BRAZIL,2014-11-30,poisson,5,1.0,hostvector,central,1.0,0.3,0.0,0.059827,0.07089,0.389903
BRAZIL,BRAZIL,2014-11-30,poisson,5,1.0,hostvector,alt,1.0,0.3,0.0,2.582953,0.057051,0.51376
BRAZIL,BRAZIL,2014-11-30,poisson,5,1.0,seir,central,1.0,0.3,3.2e-05,,0.048796,
BRAZIL,BRAZIL,2014-11-30,poisson,5,1.0,seir,alt,1.0,0.3,0.0,,0.058497,
BRAZIL,BRAZIL,2014-11-30,poisson,5,1.0,hostvector_tempmort,central,1.0,0.3,0.0,2.168437,0.057471,0.426173
BRAZIL,BRAZIL,2014-11-30,poisson,5,1.0,hostvector_tempmort,alt,1.0,0.3,0.0,2.711513,0.056318,0.507357
BRAZIL,BRAZIL,2014-11-30,poisson,5,0.75,hostvector,central,1.0,0.3,0.0,0.162821,0.032623,0.480401
BRAZIL,BRAZIL,2014-11-30,poisson,5,0.75,hostvector,alt,1.0,0.3,0.0,,0.021398,
BRAZIL,BRAZIL,2014-11-30,poisson,5,0.75,seir,central,1.0,0.3,1e-06,4.337522,0.015629,0.718293
