country,unit,window_start,location,observation,temp_form,rain_lag,train_frac,structure,params,delta_aic,climate_wins,weeks,cases
BOLIVIA,SANTA CRUZ,2016-11-06,offset,poisson,loglinear,3,0.75,seir,central,-258.523,1,28,7520.0
BOLIVIA,SANTA CRUZ,2016-11-06,offset,poisson,loglinear,3,0.75,seir,alt,-255.685,1,28,7520.0
BOLIVIA,SANTA CRUZ,2016-11-06,offset,poisson,loglinear,3,0.75,hostvector_tempmort,central,-146.263,1,28,7520.0
BOLIVIA,SANTA CRUZ,2016-11-06,offset,poisson,loglinear,3,0.75,hostvector_tempmort,alt,-170.821,1,28,7520.0
BOLIVIA,SANTA CRUZ,2016-11-06,offset,poisson,loglinear,5,1.0,hostvector,central,-946.24,1,37,8078.0
BOLIVIA,SANTA CRUZ,2016-11-06,offset,poisson,loglinear,5,1.0,hostvector,alt,-964.773,1,37,8078.0
BOLIVIA,SANTA CRUZ,2016-11-06,offset,poisson,loglinear,5,1.0,seir,central,-865.482,1,37,8078.0
BOLIVIA,SANTA CRUZ,2016-11-06,offset,poisson,loglinear,5,1.0,seir,alt,-877.603,1,37,8078.0
BOLIVIA,SANTA CRUZ,2016-11-06,offset,poisson,loglinear,5,1.0,hostvector_tempmort,central,-478.784,1,37,8078.0
BOLIVIA,SANTA CRUZ,2016-11-06,offset,poisson,loglinear,5,1.0,hostvector_tempmort,alt,-564.69,1,37,8078.0
BOLIVIA,SANTA CRUZ,2016-11-06,offset,poisson,loglinear,5,0.75,hostvector,central,-201.232,1,28,7520.0
BOLIVIA,SANTA CRUZ,2016-11-06,offset,poisson,loglinear,5,0.75,hostvector,alt,-203.957,1,28,7520.0
BOLIVIA,SANTA CRUZ,2016-11-06,offset,poisson,loglinear,5,0.75,seir,central,-175.48,1,28,7520.0
BOLIVIA,SANTA CRUZ,2016-11-06,offset,poisson,loglinear,5,0.75,seir,alt,-175.099,1,28,7520.0
BOLIVIA,SANTA CRUZ,2016-11-06,offset,poisson,loglinear,5,0.75,hostvector_tempmort,central,-73.462,1,28,7520.0
BOLIVIA,SANTA CRUZ,2016-11-06,offset,poisson,loglinear,5,0.75,hostvector_tempmort,alt,-94.075,1,28,7520.0
BOLIVIA,SANTA CRUZ,2016-11-06,offset,poisson,loglinear,7,1.0,hostvector,central,-913.807,1,37,8078.0
BOLIVIA,SANTA CRUZ,2016-11-06,offset,poisson,loglinear,7,1.0,hostvector,alt,-932.614,1,37,8078.0
BOLIVIA,SANTA CRUZ,2016-11-06,offset,poisson,loglinear,7,1.0,seir,central,-838.743,1,37,8078.0
BOLIVIA,SANTA CRUZ,2016-11-06,offset,poisson,loglinear,7,1.0,seir,alt,-857.969,1,37,8078.0
BOLIVIA,SANTA CRUZ,2016-11-06,offset,poisson,loglinear,7,1.0,hostvector_tempmort,central,-461.358,1,37,8078.0
BOLIVIA,SANTA CRUZ,2016-11-06,offset,poisson,loglinear,7,1.0,hostvector_tempmort,alt,-546.555,1,37,8078.0
BOLIVIA,SANTA CRUZ,2016-11-06,offset,poisson,loglinear,7,0.75,hostvector,central,-177.624,1,28,7520.0
BOLIVIA,SANTA CRUZ,2016-11-06,offset,poisson,loglinear,7,0.75,hostvector,alt,-181.819,1,28,7520.0
BOLIVIA,SANTA CRUZ,2016-11-06,offset,poisson,loglinear,7,0.75,seir,central,-156.882,1,28,7520.0
BOLIVIA,SANTA CRUZ,2016-11-06,offset,poisson,loglinear,7,0.75,seir,alt,-162.135,1,28,7520.0
BOLIVIA,SANTA CRUZ,2016-11-06,offset,poisson,loglinear,7,0.75,hostvector_tempmort,central,-57.279,1,28,7520.0
BOLIVIA,SANTA CRUZ,2016-11-06,offset,poisson,loglinear,7,0.75,hostvector_tempmort,alt,-79.267,1,28,7520.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,3,1.0,hostvector,central,-34.718,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,3,1.0,hostvector,alt,-38.192,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,3,1.0,seir,central,-24.329,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,3,1.0,seir,alt,-24.641,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,3,1.0,hostvector_tempmort,central,-34.437,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,3,1.0,hostvector_tempmort,alt,-37.786,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,3,0.75,hostvector,central,-0.171,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,3,0.75,hostvector,alt,-1.658,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,3,0.75,seir,central,0.864,0,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,3,0.75,seir,alt,0.611,0,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,3,0.75,hostvector_tempmort,central,-0.434,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,3,0.75,hostvector_tempmort,alt,-1.758,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,5,1.0,hostvector,central,-32.121,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,5,1.0,hostvector,alt,-31.346,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,5,1.0,seir,central,-28.559,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,5,1.0,seir,alt,-28.521,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,5,1.0,hostvector_tempmort,central,-32.979,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,5,1.0,hostvector_tempmort,alt,-32.156,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,5,0.75,hostvector,central,-2.174,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,5,0.75,hostvector,alt,-1.44,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,5,0.75,seir,central,-1.451,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,5,0.75,seir,alt,-1.646,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,5,0.75,hostvector_tempmort,central,-2.504,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,5,0.75,hostvector_tempmort,alt,-1.72,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,7,1.0,hostvector,central,-43.994,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,7,1.0,hostvector,alt,-45.191,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,7,1.0,seir,central,-33.744,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,7,1.0,seir,alt,-33.146,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,7,1.0,hostvector_tempmort,central,-43.654,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,7,1.0,hostvector_tempmort,alt,-44.888,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,7,0.75,hostvector,central,-12.945,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,7,0.75,hostvector,alt,-13.862,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,7,0.75,seir,central,-4.285,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,7,0.75,seir,alt,-4.382,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,7,0.75,hostvector_tempmort,central,-13.31,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,briere,7,0.75,hostvector_tempmort,alt,-14.205,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,3,1.0,hostvector,central,-34.543,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,3,1.0,hostvector,alt,-38.04,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,3,1.0,seir,central,-21.79,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,3,1.0,seir,alt,-22.398,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,3,1.0,hostvector_tempmort,central,-34.322,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,3,1.0,hostvector_tempmort,alt,-37.682,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,3,0.75,hostvector,central,0.683,0,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,3,0.75,hostvector,alt,-1.729,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,3,0.75,seir,central,0.761,0,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,3,0.75,seir,alt,0.51,0,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,3,0.75,hostvector_tempmort,central,0.523,0,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,3,0.75,hostvector_tempmort,alt,-1.841,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,5,1.0,hostvector,central,-30.691,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,5,1.0,hostvector,alt,-29.638,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,5,1.0,seir,central,-27.538,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,5,1.0,seir,alt,-27.749,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,5,1.0,hostvector_tempmort,central,-31.686,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,5,1.0,hostvector_tempmort,alt,-30.556,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,5,0.75,hostvector,central,-2.174,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,5,0.75,hostvector,alt,46514.139,0,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,5,0.75,seir,central,-1.458,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,5,0.75,seir,alt,-1.658,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,5,0.75,hostvector_tempmort,central,-2.506,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,5,0.75,hostvector_tempmort,alt,-1.771,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,7,1.0,hostvector,central,-44.275,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,7,1.0,hostvector,alt,-45.354,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,7,1.0,seir,central,-33.425,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,7,1.0,seir,alt,-33.025,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,7,1.0,hostvector_tempmort,central,-44.154,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,7,1.0,hostvector_tempmort,alt,-45.222,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,7,0.75,hostvector,central,-13.101,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,7,0.75,hostvector,alt,-14.052,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,7,0.75,seir,central,-4.286,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,7,0.75,seir,alt,-4.384,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,7,0.75,hostvector_tempmort,central,-13.428,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,nb,loglinear,7,0.75,hostvector_tempmort,alt,-14.346,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,3,1.0,hostvector,central,-210.844,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,3,1.0,hostvector,alt,-223.42,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,3,1.0,seir,central,-147.735,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,3,1.0,seir,alt,-140.314,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,3,1.0,hostvector_tempmort,central,-206.016,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,3,1.0,hostvector_tempmort,alt,-219.289,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,3,0.75,hostvector,central,-11.1,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,3,0.75,hostvector,alt,-21.197,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,3,0.75,seir,central,-15.782,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,3,0.75,seir,alt,-17.929,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,3,0.75,hostvector_tempmort,central,-12.409,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,3,0.75,hostvector_tempmort,alt,-22.248,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,5,1.0,hostvector,central,-173.106,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,5,1.0,hostvector,alt,-165.067,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,5,1.0,seir,central,-171.286,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,5,1.0,seir,alt,-174.712,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,5,1.0,hostvector_tempmort,central,-176.544,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,5,1.0,hostvector_tempmort,alt,-168.738,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,5,0.75,hostvector,central,-42.616,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,5,0.75,hostvector,alt,-38.665,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,5,0.75,seir,central,-42.696,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,5,0.75,seir,alt,-44.036,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,5,0.75,hostvector_tempmort,central,-44.788,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,5,0.75,hostvector_tempmort,alt,-40.437,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,7,1.0,hostvector,central,-239.287,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,7,1.0,hostvector,alt,-239.852,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,7,1.0,seir,central,-209.992,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,7,1.0,seir,alt,-209.658,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,7,1.0,hostvector_tempmort,central,-235.831,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,7,1.0,hostvector_tempmort,alt,-237.387,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,7,0.75,hostvector,central,-81.341,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,7,0.75,hostvector,alt,-83.182,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,7,0.75,seir,central,-54.852,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,7,0.75,seir,alt,-55.601,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,7,0.75,hostvector_tempmort,central,-84.069,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,briere,7,0.75,hostvector_tempmort,alt,-85.48,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,3,1.0,hostvector,central,-211.883,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,3,1.0,hostvector,alt,-224.124,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,3,1.0,seir,central,-144.128,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,3,1.0,seir,alt,-136.594,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,3,1.0,hostvector_tempmort,central,-207.694,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,3,1.0,hostvector_tempmort,alt,-220.503,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,3,0.75,hostvector,central,-10.475,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,3,0.75,hostvector,alt,-21.517,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,3,0.75,seir,central,-15.834,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,3,0.75,seir,alt,-18.091,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,3,0.75,hostvector_tempmort,central,-11.877,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,3,0.75,hostvector_tempmort,alt,-22.66,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,5,1.0,hostvector,central,-163.893,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,5,1.0,hostvector,alt,-154.859,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,5,1.0,seir,central,-164.304,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,5,1.0,seir,alt,-168.907,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,5,1.0,hostvector_tempmort,central,-167.893,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,5,1.0,hostvector_tempmort,alt,31198.331,0,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,5,0.75,hostvector,central,-43.529,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,5,0.75,hostvector,alt,-38.864,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,5,0.75,seir,central,-44.145,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,5,0.75,seir,alt,-44.971,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,5,0.75,hostvector_tempmort,central,-45.512,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,5,0.75,hostvector_tempmort,alt,-40.576,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,7,1.0,hostvector,central,-238.73,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,7,1.0,hostvector,alt,-238.636,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,7,1.0,seir,central,-208.25,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,7,1.0,seir,alt,-208.69,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,7,1.0,hostvector_tempmort,central,-236.262,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,7,1.0,hostvector_tempmort,alt,-236.878,1,39,4318.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,7,0.75,hostvector,central,-83.292,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,7,0.75,hostvector,alt,-84.682,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,7,0.75,seir,central,-55.649,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,7,0.75,seir,alt,-56.107,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,7,0.75,hostvector_tempmort,central,-85.744,1,29,3834.0
BOLIVIA,BENI,2014-11-23,primary,poisson,loglinear,7,0.75,hostvector_tempmort,alt,43683.298,0,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,3,1.0,hostvector,central,-20.322,1,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,3,1.0,hostvector,alt,-18.618,1,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,3,1.0,seir,central,-21.276,1,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,3,1.0,seir,alt,-21.92,1,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,3,1.0,hostvector_tempmort,central,-25.394,1,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,3,1.0,hostvector_tempmort,alt,-22.356,1,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,3,0.75,hostvector,central,0.931,0,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,3,0.75,hostvector,alt,1.297,0,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,3,0.75,seir,central,0.039,0,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,3,0.75,seir,alt,-0.122,1,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,3,0.75,hostvector_tempmort,central,0.757,0,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,3,0.75,hostvector_tempmort,alt,1.152,0,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,5,1.0,hostvector,central,-33.034,1,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,5,1.0,hostvector,alt,-31.762,1,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,5,1.0,seir,central,-28.777,1,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,5,1.0,seir,alt,-29.178,1,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,5,1.0,hostvector_tempmort,central,-37.156,1,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,5,1.0,hostvector_tempmort,alt,-34.814,1,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,5,0.75,hostvector,central,-4.448,1,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,5,0.75,hostvector,alt,-3.731,1,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,5,0.75,seir,central,-1.776,1,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,5,0.75,seir,alt,-1.826,1,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,5,0.75,hostvector_tempmort,central,-4.767,1,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,5,0.75,hostvector_tempmort,alt,-4.019,1,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,7,1.0,hostvector,central,-46.346,1,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,7,1.0,hostvector,alt,-47.299,1,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,7,1.0,seir,central,-34.802,1,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,7,1.0,seir,alt,-34.838,1,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,7,1.0,hostvector_tempmort,central,-50.067,1,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,7,1.0,hostvector_tempmort,alt,-49.823,1,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,7,0.75,hostvector,central,-11.821,1,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,7,0.75,hostvector,alt,-12.677,1,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,7,0.75,seir,central,-4.326,1,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,7,0.75,seir,alt,-4.409,1,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,7,0.75,hostvector_tempmort,central,-11.997,1,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,briere,7,0.75,hostvector_tempmort,alt,-12.829,1,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,loglinear,3,1.0,hostvector,central,-18.567,1,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,loglinear,3,1.0,hostvector,alt,73191.801,0,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,loglinear,3,1.0,seir,central,177770.447,0,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,loglinear,3,1.0,seir,alt,-20.479,1,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,loglinear,3,1.0,hostvector_tempmort,central,-13.91,1,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,loglinear,3,1.0,hostvector_tempmort,alt,-20.396,1,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,loglinear,3,0.75,hostvector,central,0.93,0,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,loglinear,3,0.75,hostvector,alt,1.279,0,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,loglinear,3,0.75,seir,central,-0.247,1,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,loglinear,3,0.75,seir,alt,-0.362,1,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,loglinear,3,0.75,hostvector_tempmort,central,0.754,0,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,loglinear,3,0.75,hostvector_tempmort,alt,1.134,0,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,loglinear,5,1.0,hostvector,central,-32.322,1,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,loglinear,5,1.0,hostvector,alt,-30.94,1,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,loglinear,5,1.0,seir,central,184394.19,0,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,loglinear,5,1.0,seir,alt,24654.593,0,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,loglinear,5,1.0,hostvector_tempmort,central,-36.5,1,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,loglinear,5,1.0,hostvector_tempmort,alt,-34.032,1,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,loglinear,5,0.75,hostvector,central,-5.341,1,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,loglinear,5,0.75,hostvector,alt,-4.151,1,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,loglinear,5,0.75,seir,central,-1.859,1,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,loglinear,5,0.75,seir,alt,-1.869,1,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,loglinear,5,0.75,hostvector_tempmort,central,-5.595,1,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,loglinear,5,0.75,hostvector_tempmort,alt,-4.422,1,29,3834.0
BOLIVIA,BENI,2014-11-23,offset,nb,loglinear,7,1.0,hostvector,central,-45.809,1,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,loglinear,7,1.0,hostvector,alt,-46.847,1,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,loglinear,7,1.0,seir,central,-33.989,1,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,loglinear,7,1.0,seir,alt,182048.286,0,39,4318.0
BOLIVIA,BENI,2014-11-23,offset,nb,loglinear,7,1.0,hostvector_tempmort,central,-49.569,1,39,4318.0
